id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
122_Fototroficos_analisis_3_muestrascompletas_estadi_236	C28H47N7O11	[M + H]+	C28H47N7O11	Amino acids and Peptides	0.9998961687088013	Small peptides	0.7428489327430725	Tripeptides	0.6010351777076721	Oligopeptides	0.9430342316627502	Peptides	0.9999163150787354	Amino acids, peptides, and analogues	0.9999985694885254	Carboxylic acids and derivatives	0.9999998807907104	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Serine and derivatives; Aspartic acid and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	236
123_Fototroficos_analisis_3_muestrascompletas_estadi_240	C10H8O3	[M + H]+	C10H8O3	Shikimates and Phenylpropanoids	0.998235821723938	Phenylpropanoids (C6-C3)	0.7705903053283691	Cinnamic acids and derivatives	0.8479101061820984	Styrenes	0.8354292511940002			Styrenes	0.8354292511940002	Benzene and substituted derivatives	0.7396059632301331	Benzenoids	0.9724650382995605	Organic compounds; Organoheterocyclic compounds; Styrenes; Pyrans; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	240
124_Fototroficos_analisis_3_muestrascompletas_estadi_243	C33H40O19	[M + H]+	C33H40O19	Shikimates and Phenylpropanoids	0.9995855689048767	Flavonoids	0.9998482465744019	Flavones	0.9997463822364807	Flavonoid O-glycosides	0.8376473784446716	Flavonoid O-glycosides	0.8376473784446716	Flavonoid glycosides	0.9997038245201111	Flavonoids	0.9986567497253418	Phenylpropanoids and polyketides	0.9998106360435486	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Dialkyl ethers; Disaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Flavonoid C-glycosides; Oxanes; Glycosyl compounds; C-glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 1-benzopyrans; Flavonoid 8-C-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	243
126_Fototroficos_analisis_3_muestrascompletas_estadi_247	C24H42N4O5	[M + H]+	C24H42N4O5	Amino acids and Peptides	0.9067038297653198	Small peptides	0.8956567049026489	Tripeptides	0.690763533115387	Dipeptides	0.8965319395065308	Peptides	0.9714988470077515	Amino acids, peptides, and analogues	0.998612642288208	Carboxylic acids and derivatives	0.9986740350723267	Organic acids and derivatives	0.9999492168426514	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	247
128_Fototroficos_analisis_3_muestrascompletas_estadi_249	C8H10O3	[M + H]+	C8H10O3	Shikimates and Phenylpropanoids	0.9152510166168213	Phenolic acids (C6-C1)	0.4944930076599121	Simple phenolic acids	0.4312003552913666	Methoxyphenols	0.9899222254753113			Methoxyphenols	0.9899222254753113	Phenols	0.9811212420463562	Benzenoids	0.9999836683273315	Organic compounds; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Organooxygen compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	249
129_Fototroficos_analisis_3_muestrascompletas_estadi_250	C23H36N6O5	[M + Na]+	C23H36N6O5	Amino acids and Peptides	0.9698213934898376	Oligopeptides	0.26395636796951294	Cyclic peptides	0.8014683723449707	Oligopeptides	0.58777916431427	Peptides	0.7622424960136414	Amino acids, peptides, and analogues	0.9808078408241272	Carboxylic acids and derivatives	0.996392548084259	Organic acids and derivatives	0.9989186525344849	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	250
130_Fototroficos_analisis_3_muestrascompletas_estadi_252	C14H12BrNO2	[M + H]+	C14H12BrNO2	Alkaloids	0.2770022749900818	Tryptophan alkaloids	0.29180359840393066	Simple indole alkaloids	0.18213558197021484	Aryl bromides	0.9939404726028442			Aryl bromides	0.9939404726028442	Aryl halides	0.9701179265975952	Organohalogen compounds	0.9999427795410156	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Aryl bromides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Organobromides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	252
131_Fototroficos_analisis_3_muestrascompletas_estadi_253	C11H18N2O2	[M + H]+	C11H18N2O2	Amino acids and Peptides	0.9496577382087708	Small peptides	0.9862033128738403	Dipeptides	0.9994397759437561	Alpha amino acids and derivatives	0.9989612102508545	Amino acids and derivatives	0.9993222951889038	Amino acids, peptides, and analogues	0.9994681477546692	Carboxylic acids and derivatives	0.9998832941055298	Organic acids and derivatives	0.9999890327453613	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Piperazines; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Dioxopiperazines; Carbonyl compounds; Diazinanes; N-alkylpiperazines; 2,5-dioxopiperazines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	253
132_Fototroficos_analisis_3_muestrascompletas_estadi_254	C22H24O7	[M + H]+	C22H24O7	Shikimates and Phenylpropanoids	0.9995946288108826	Lignans	0.9866522550582886	Furofuranoid lignans	0.9005653858184814	Furofuran lignans	0.880259096622467			Furofuran lignans	0.880259096622467	Furanoid lignans	0.53584885597229	Lignans, neolignans and related compounds	0.8452249765396118	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Organooxygen compounds; Dialkyl ethers; Lignans, neolignans and related compounds; Furofurans; Furofuran lignans; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Tetrahydrofurans; Furanoid lignans; Dimethoxybenzenes; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	254
133_Fototroficos_analisis_3_muestrascompletas_estadi_257	C22H29N3O13	[M + Na]+	C22H29N3O13	Carbohydrates	0.720503568649292	Phloroglucinols	0.27249836921691895	Acyl phloroglucinols	0.45619457960128784	Amino acids	0.6985343098640442	Amino acids and derivatives	0.9710692763328552	Amino acids, peptides, and analogues	0.9716108441352844	Carboxylic acids and derivatives	0.5949839949607849	Organic acids and derivatives	0.9983949065208435	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Ketones; Benzophenones; Alcohols and polyols; Phenols; Aminophenols; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aniline and substituted anilines; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Diphenylmethanes; Phloroglucinols and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Hydroxybenzoic acid derivatives; Benzenetriols and derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Glycosylamines; C-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Primary amines; Secondary amines; Secondary alkylarylamines; 1,2-diols; Aryl ketones; Vinylogous acids; Phenylalkylamines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Amino acids; Phenylketones; Aryl-phenylketones; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; o-Aminophenols; Organic nitrogen compounds; Chemical entities	257
134_Fototroficos_analisis_3_muestrascompletas_estadi_258	C26H28O14	[M + H]+	C26H28O14	Shikimates and Phenylpropanoids	0.9981637597084045	Flavonoids	0.9740051627159119	Flavones	0.995926022529602	Flavonoid 8-C-glycosides	0.9955936074256897	Flavonoid C-glycosides	0.9972410202026367	Flavonoid glycosides	0.9809128642082214	Flavonoids	0.9720459580421448	Phenylpropanoids and polyketides	0.9976491332054138	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Dialkyl ethers; Monosaccharides; Flavones; Secondary alcohols; Flavonoid C-glycosides; Oxanes; Glycosyl compounds; C-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid 8-C-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	258
135_Fototroficos_analisis_3_muestrascompletas_estadi_261	C12H11N	[M + H]+	C12H11N	Alkaloids	0.9709650874137878	Tryptophan alkaloids	0.5516234040260315	Pyridine alkaloids	0.21081334352493286	Methylpyridines	0.5467929840087891			Methylpyridines	0.5467929840087891	Pyridines and derivatives	0.3284429609775543	Organoheterocyclic compounds	0.9768190979957581	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Benzenoids; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Methylpyridines; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	261
136_Fototroficos_analisis_3_muestrascompletas_estadi_263	C7H13NO	[M + H]+	C7H13NO	Alkaloids	0.6368927359580994	Fatty acyls	0.6181578040122986	Oxygenated hydrocarbons	0.5228435397148132	Acetamides	0.7398300170898438	Carboxylic acid amides	0.9427890777587891	Carboxylic acid derivatives	0.8248571753501892	Carboxylic acids and derivatives	0.8420539498329163	Organic acids and derivatives	0.904449999332428	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	263
137_Fototroficos_analisis_3_muestrascompletas_estadi_264	C8H12FNO	[M + H]+	C8H12FNO	Alkaloids	0.9274976849555969	Tyrosine alkaloids	0.907516598701477	Phenylethylamines	0.8534294962882996	Phenol ethers	0.7125352621078491					Phenol ethers	0.7125352621078491	Benzenoids	0.9992326498031616	Organic compounds; Halobenzenes; Alkyl aryl ethers; Phenols; Organohalogen compounds; Organonitrogen compounds; Aniline and substituted anilines; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Organofluorides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Primary amines; Aryl halides; Aralkylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	264
138_Fototroficos_analisis_3_muestrascompletas_estadi_265	C12H14N2	[M + H]+	C12H14N2	Alkaloids	0.9998903274536133	Tryptophan alkaloids	0.9960642457008362	Carboline alkaloids	0.9880346655845642	Beta carbolines	0.9749644994735718	Beta carbolines	0.9749644994735718	Pyridoindoles	0.9847079515457153	Indoles and derivatives	0.9993770718574524	Organoheterocyclic compounds	0.9999998807907104	Organic compounds; Organoheterocyclic compounds; Pyrroles; Indoles and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Pyridoindoles; Beta carbolines; Dialkylamines; Benzenoids; Amines; Secondary amines; Indoles; Aralkylamines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	265
139_Fototroficos_analisis_3_muestrascompletas_estadi_267	C20H42O11	[M + H]+	C20H42O11	Fatty acids	0.9965511560440063	Glycerolipids	0.9755184650421143	Monoacylglycerols	0.9451445937156677	Polyethylene glycols	0.9994425177574158	Dialkyl ethers	0.9999827146530151	Ethers	0.999993085861206	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	267
140_Fototroficos_analisis_3_muestrascompletas_estadi_269	C25H46N2O4	[M + K]+	C25H46N2O4	Terpenoids	0.15628647804260254	Lysine alkaloids	0.4284202754497528	Piperidine alkaloids	0.3604015111923218	Amino acids and derivatives	0.5937768816947937	Amino acids and derivatives	0.5937768816947937	Amino acids, peptides, and analogues	0.5858281254768372	Carboxylic acids and derivatives	0.9484144449234009	Organic acids and derivatives	0.959702730178833	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Primary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	269
141_Fototroficos_analisis_3_muestrascompletas_estadi_270	C12H11N	[M + H]+	C12H11N	Alkaloids	0.9736729264259338	Tryptophan alkaloids	0.627968966960907	Carbazole alkaloids	0.1865687072277069	Quinolines and derivatives	0.6280763745307922					Quinolines and derivatives	0.6280763745307922	Organoheterocyclic compounds	0.978179931640625	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Quinolines and derivatives; Benzenoids; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Methylpyridines; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	270
143_Fototroficos_analisis_3_muestrascompletas_estadi_272	C21H38N4O7	[M + Na]+	C21H38N4O7	Amino acids and Peptides	0.8593510985374451	Small peptides	0.8702147006988525	Tripeptides	0.7619386315345764	Hybrid peptides	0.5823026895523071			Hybrid peptides	0.5823026895523071	Peptidomimetics	0.5599737167358398	Organic acids and derivatives	0.9997146725654602	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Beta amino acids and derivatives; Hybrid peptides; Alpha amino acid amides; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	272
144_Fototroficos_analisis_3_muestrascompletas_estadi_274	C20H42O11	[M + H3N + H]+	C20H45NO11	Fatty acids	0.9960534572601318	Glycerolipids	0.9817699790000916	Monoacylglycerols	0.9479802250862122	Polyethylene glycols	0.9986544847488403	Dialkyl ethers	0.9999648332595825	Ethers	0.9999873638153076	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	274
145_Fototroficos_analisis_3_muestrascompletas_estadi_275	C30H39N5O6	[M + H]+	C30H39N5O6	Amino acids and Peptides	0.9670581817626953	Small peptides	0.8692613840103149	Cyclic peptides	0.7414664030075073	Oligopeptides	0.8880425691604614	Peptides	0.9860556125640869	Amino acids, peptides, and analogues	0.9977490305900574	Carboxylic acids and derivatives	0.9994390606880188	Organic acids and derivatives	0.9999545812606812	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	275
146_Fototroficos_analisis_3_muestrascompletas_estadi_276	C17H11Br3N2O2S	[M + Na]+	C17H11Br3N2O2S	Alkaloids	0.9430794715881348	Anthranilic acid alkaloids	0.539634644985199	Quinazoline alkaloids	0.487576425075531	Aryl thioethers	0.5025205612182617			Aryl thioethers	0.5025205612182617	Thioethers	0.5567434430122375	Organosulfur compounds	0.7227715253829956	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Aryl bromides; Thioethers; Organobromides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities	276
147_Fototroficos_analisis_3_muestrascompletas_estadi_277	C11H24O7	[M + K]+	C11H24O7	Fatty acids	0.9804294109344482	Glycerolipids	0.7189597487449646	Monoacylglycerols	0.7090670466423035	Polyethylene glycols	0.9594244956970215	Dialkyl ethers	0.9827624559402466	Ethers	0.9979828596115112	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	277
148_Fototroficos_analisis_3_muestrascompletas_estadi_278	C15H29N3O5	[M + H]+	C15H29N3O5	Amino acids and Peptides	0.9998766183853149	Small peptides	0.9999048709869385	Tripeptides	0.8314869999885559	Oligopeptides	0.8314419388771057	Peptides	0.9998785257339478	Amino acids, peptides, and analogues	0.9999994039535522	Carboxylic acids and derivatives	0.9999985694885254	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	278
149_Fototroficos_analisis_3_muestrascompletas_estadi_280	C34H58N8O13	[M + H]+	C34H58N8O13	Amino acids and Peptides	0.9994208812713623	Oligopeptides	0.901589035987854	Linear peptides	0.8625726699829102	Oligopeptides	0.9718579053878784	Peptides	0.9998682737350464	Amino acids, peptides, and analogues	0.9999995231628418	Carboxylic acids and derivatives	0.9999998807907104	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Serine and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	280
150_Fototroficos_analisis_3_muestrascompletas_estadi_283	C27H30O15	[M + H]+	C27H30O15	Shikimates and Phenylpropanoids	0.9968147873878479	Flavonoids	0.9934197068214417	Flavones	0.8512039184570312	Flavonoid C-glycosides	0.8468900918960571	Flavonoid C-glycosides	0.8468900918960571	Flavonoid glycosides	0.9877766370773315	Flavonoids	0.9916073083877563	Phenylpropanoids and polyketides	0.9946829676628113	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Dialkyl ethers; Benzenediols; Disaccharides; Flavones; Acetals; Secondary alcohols; Flavonoid C-glycosides; Oxanes; Glycosyl compounds; C-glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	283
151_Fototroficos_analisis_3_muestrascompletas_estadi_286	C15H22N2O3	[M + H]+	C15H22N2O3	Amino acids and Peptides	0.9999275207519531	Small peptides	0.9999901056289673	Dipeptides	0.9999949932098389	Dipeptides	0.999914288520813	Peptides	0.9939767122268677	Amino acids, peptides, and analogues	0.9999998807907104	Carboxylic acids and derivatives	0.9999996423721313	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Organic zwitterions; Aralkylamines; Fatty Acyls; Organic oxides; N-acyl-L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	286
152_Fototroficos_analisis_3_muestrascompletas_estadi_287	C14H16O4	[M + H]+	C14H16O4	Shikimates and Phenylpropanoids	0.8030780553817749	Phenylpropanoids (C6-C3)	0.47118496894836426	Cinnamic acids and derivatives	0.3735344409942627	Dimethoxybenzenes	0.6406703591346741	Dimethoxybenzenes	0.6406703591346741	Methoxybenzenes	0.7620323896408081	Benzene and substituted derivatives	0.7552966475486755	Benzenoids	0.9960641264915466	Organic compounds; Alkyl aryl ethers; Phenols; Anisoles; Ethers; Organooxygen compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	287
