confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
101	1	3	1	3	0.3500506427859039	-281.69010562475955	0.13969849246231156	8.744845350567758	C18H17I2N3O7	[M + H]+	RFHCBECYCPDMTJ	InChI=1S/C18H17I2N3O7/c19-10-3-9(4-11(20)16(10)24)6-13(22)18(27)30-15-2-1-8(5-12(21)17(25)26)7-14(15)23(28)29/h1-4,7,12-13,24H,5-6,21-22H2,(H,25,26)	null	C1=CC(=C(C=C1CC(C(=O)O)N)[N+](=O)[O-])OC(=O)C(CC2=CC(=C(C(=C2)I)O)I)N	0.200000003	67780851	PubChem:(67780851)	2	641.9259	702.01	458_Fototroficos_analisis_3_muestrascompletas_estadi_1337	1337
102	1	1	1	2	0.3491379208023626	-22.05731861132641	0.9738693467336684	42.42620513344125	C12H14N2	[M + H]+	LPIJOZBIVDCQTE	InChI=1S/C12H14N2/c1-8-12-10(6-7-13-8)9-4-2-3-5-11(9)14-12/h2-5,8,13-14H,6-7H2,1H3	Elaeagnine	CC1C2=C(CCN1)C3=CC=CC=C3N2	1.89999998	91522;704991;442025;4048129;6924178;6924180	NORMAN:(NS00045881);COCONUT:(CNP0207583);KNApSAcK:(1699);Natural Products:(UNPD34881 UNPD185550);PubChem:(91522 704991 442025 4048129 6924178 6924180);CHEBI:(3323);ZINC bio:(ZINC00089538 ZINC00089541 ZINC19735186 ZINC19735187);MeSH:(91522);KEGG:(C09089);PubMed	2400630	187.12324	117.81749816894532	138_Fototroficos_analisis_3_muestrascompletas_estadi_265	265
103	1	1	1	1	0.3488987290608685	-35.767950126515196	0.9999999999999999	12.37916277180086	C6H15N	[M + H]+	ZMANZCXQSJIPKH	InChI=1S/C6H15N/c1-4-7(5-2)6-3/h4-6H2,1-3H3	Triethylamin	CCN(CC)CC	1.5005033	8471;167656;1385867;18398577;16212933;59911701;87563301;88802587	HMDB:(32539);PubChem class - food;SuperNatural:(SN00119354);Maconda:(CON00114);ZINC bio:(ZINC01242720);HSDB:(121-44-8);MeSH:(8471 167656 1385867);PubMed;NORMAN:(NS00002646);COCONUT:(CNP0078687 CNP0209343);KNApSAcK:(50499);Natural Products:(UNPD101685);PubChem:(8471 167656 1385867 18398577 16212933 59911701 87563301 88802587);CHEBI:(45791 35026);PubChem class - bio and metabolites;KEGG:(C14691);PubChem class - safety and toxic;Biocyc:(TRIETHYLAMINE)	221556606	102.12779	1176.3141369438172	767_Fototroficos_analisis_3_muestrascompletas_estadi_2888	2888
104	1	1	1	1	0.348820155341227	-14.871750684812646	0.9999999999999999	35.129287923504286	C20H42O6	[M + H]+	QAXPOSPGRHYIHE	InChI=1S/C20H42O6/c1-2-3-4-5-6-7-8-9-11-22-13-15-24-17-19-26-20-18-25-16-14-23-12-10-21/h21H,2-20H2,1H3	Nikkol BD 5SY	CCCCCCCCCCOCCOCCOCCOCCOCCO	3.31260228	168092	PubChem class - safety and toxic;PubChem:(168092);PubChem class - bio and metabolites	83886082	379.3061	625.4078125	425_Fototroficos_analisis_3_muestrascompletas_estadi_1216	1216
105	1	1	1	1	0.3471468593389813	-35.85361944170414	0.9999999999999999	9.681868920115974	C6H15N	[M + H]+	ZMANZCXQSJIPKH	InChI=1S/C6H15N/c1-4-7(5-2)6-3/h4-6H2,1-3H3	Triethylamin	CCN(CC)CC	1.5005033	8471;167656;1385867;18398577;16212933;59911701;87563301;88802587	HMDB:(32539);PubChem class - food;SuperNatural:(SN00119354);Maconda:(CON00114);ZINC bio:(ZINC01242720);HSDB:(121-44-8);MeSH:(8471 167656 1385867);PubMed;NORMAN:(NS00002646);COCONUT:(CNP0078687 CNP0209343);KNApSAcK:(50499);Natural Products:(UNPD101685);PubChem:(8471 167656 1385867 18398577 16212933 59911701 87563301 88802587);CHEBI:(45791 35026);PubChem class - bio and metabolites;KEGG:(C14691);PubChem class - safety and toxic;Biocyc:(TRIETHYLAMINE)	221556606	102.12779	1183.6559375000002	785_Fototroficos_analisis_3_muestrascompletas_estadi_2920	2920
106	1	6	1	5	0.34685636990106944	-378.5579326673767	0.012562814070351758	3.3503779226752517	C23H22N4O10S3	[M + H]+	QTAHKEWEPKWXCK	InChI=1S/C23H22N4O10S3/c24-8-3-9-25-18-12-15(38(29,30)31)10-14-11-19(39(32,33)34)21(22(28)20(14)18)27-26-17-7-6-13-4-1-2-5-16(13)23(17)40(35,36)37/h1-2,4-7,10-12,25,28H,3,8-9,24H2,(H,29,30,31)(H,32,33,34)(H,35,36,37)	null	C1=CC=C2C(=C1)C=CC(=C2S(=O)(=O)O)N=NC3=C(C4=C(C=C(C=C4C=C3S(=O)(=O)O)S(=O)(=O)O)NCCCN)O	-0.200000003	136048865	PubChem:(136048865)	2	611.05523	339.82	332_Fototroficos_analisis_3_muestrascompletas_estadi_904	904
107	1	3	1	3	0.34550028971091923	-151.2629466574517	0.022110552763819093	10.70516232925474	C8H15Br2Cl2N2O3P	[M + Na]+	QIWRNIYYQCGUJV	InChI=1S/C8H16Br2Cl2N2O3P/c1-7(3-13(9)11)5-16-18(15)17-6-8(2)4-14(10)12/h7-8H,3-6H2,1-2H3/q+1	null	CC(CN(Cl)Br)CO[P+](=O)OCC(C)CN(Cl)Br	3.20000005	87518124	PubChem:(87518124)	2	468.84595	813.3225	599_Fototroficos_analisis_3_muestrascompletas_estadi_1626	1626
108	1	2	1	2	0.34180364199008534	-24.52757321209972	0.09346733668341711	31.138714317152562	C16H34O9	[M + H3N + H]+	GLZWNFNQMJAZGY	InChI=1S/C16H34O9/c17-1-3-19-5-7-21-9-11-23-13-15-25-16-14-24-12-10-22-8-6-20-4-2-18/h17-18H,1-16H2	PED-diol (n=8)	C(COCCOCCOCCOCCOCCOCCOCCO)O	-2.20000005	78798	NORMAN:(NS00010524);COCONUT:(CNP0348115);HMDB:(94680);PubChem class - food;PubChem:(78798);CHEBI:(44794);Maconda:(CON00075);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubMed;KEGG Mine	8810398826	388.25491	79.27652076310088	78_Fototroficos_analisis_3_muestrascompletas_estadi_178	178
109	1	1	1	3	0.3414844945285266	-432.09531432129825	0.36130653266331664	4.98533972488652	C43H77N9O8	[M + H]+	VJICZZVQYJNDSH	InChI=1S/C43H77N9O8/c1-6-7-8-9-10-11-12-13-14-18-25-60-26-23-33(44)38(55)52-37(31(5)54)42(59)51-36(29(2)3)41(58)50-35(27-32-20-16-15-17-21-32)40(57)49-34(22-19-24-47-43(45)46)39(56)48-30(4)28-53/h15-17,20-21,29-31,33-37,53-54H,6-14,18-19,22-28,44H2,1-5H3,(H,48,56)(H,49,57)(H,50,58)(H,51,59)(H,52,55)(H4,45,46,47)	null	CCCCCCCCCCCCOCCC(C(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCCN=C(N)N)C(=O)NC(C)CO)N	3.9000001	68051646	PubChem:(68051646)	2	848.59646	768.26	547_Fototroficos_analisis_3_muestrascompletas_estadi_1514	1514
110	1	1	1	2	0.34125250329003215	-8.158880957467405	0.6105527638190955	20.40614271808484	C24H50O9	[M + H]+	ZZEANNAZZVVPKU	InChI=1S/C24H50O9/c1-17(26)10-27-19(3)12-29-21(5)14-31-23(7)16-33-24(8)15-32-22(6)13-30-20(4)11-28-18(2)9-25/h17-26H,9-16H2,1-8H3	2-[2-[2-[2-[2-[2-[2-(2-hydroxypropoxy)propoxy]propoxy]propoxy]propoxy]propoxy]propoxy]propan-1-ol	CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O	2.1963098	22051740	NORMAN:(NS00017700);Training Set;PubChem:(22051740);additional	802818	483.35361	401.67875000000004	364_Fototroficos_analisis_3_muestrascompletas_estadi_1023	1023
111	1	1	1	3	0.33563316922851477	-194.98709843195806	0.3060301507537689	9.440214340123234	C42H83N9O6	[M + Na]+	CSNPGEKHIDBSLU	InChI=1S/C42H83N9O6/c1-2-3-4-7-12-27-38(53)50-35(24-16-19-30-44)41(56)47-33-22-11-6-9-14-28-39(54)51-36(25-17-20-31-45)42(57)48-32-21-10-5-8-13-26-37(52)49-34(40(46)55)23-15-18-29-43/h34-36H,2-33,43-45H2,1H3,(H2,46,55)(H,47,56)(H,48,57)(H,49,52)(H,50,53)(H,51,54)	null	CCCCCCCC(=O)NC(CCCCN)C(=O)NCCCCCCCC(=O)NC(CCCCN)C(=O)NCCCCCCCC(=O)NC(CCCCN)C(=O)N	3.5	16065464;71591862;71591863	PubChem:(16065464 71591862 71591863);PubMed	66	832.63769	915.115	669_Fototroficos_analisis_3_muestrascompletas_estadi_1833	1833
112	1	2	1	2	0.3355394143421549	-238.34756214941322	0.05276381909547739	32.18741649041684	C27H57NO9	[M + H]+	CMGGYFAMOBSZDP	InChI=1S/C27H57NO9/c1-4-10-29-16-22-35-25-19-32-13-7-28(8-14-33-20-26-36-23-17-30-11-5-2)9-15-34-21-27-37-24-18-31-12-6-3/h4-27H2,1-3H3	2-[2-(2-propoxyethoxy)ethoxy]-N,N-bis[2-[2-(2-propoxyethoxy)ethoxy]ethyl]ethanamine	CCCOCCOCCOCCN(CCOCCOCCOCCC)CCOCCOCCOCCC	1.60000002	19766923	PubChem:(19766923)	2	540.4116	795.2750000000001	569_Fototroficos_analisis_3_muestrascompletas_estadi_1565	1565
113	1	1	1	1	0.3350710750569272	-20.165416115693088	0.9999999999999999	30.727303086263912	C8H9NO	[M + H]+	LSBDFXRDZJMBSC	InChI=1S/C8H9NO/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H2,9,10)	alpha-Toluamide	C1=CC=C(C=C1)CC(=O)N	1.00354087	7680;23369568;60122550;132233655	HMDB:(10715);SuperNatural:(SN00307931);ZINC bio:(ZINC00394644);additional;MeSH:(7680);Plantcyc:(CPD-238);PubMed;NORMAN:(NS00023262);COCONUT:(CNP0212090);Natural Products:(UNPD169146);PubChem:(7680 23369568 60122550 132233655);YMDB Mine;CHEBI:(16562);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C02505);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-238)	51627616622	136.07595	101.13509114375248	114_Fototroficos_analisis_3_muestrascompletas_estadi_226	226
114	1	1	1	1	0.3344727005418311	-25.480224339170345	0.9999999999999999	70.52860442737276	C10H16N2O2	[M + H]+	XLUAWXQORJEMBD	InChI=1S/C10H16N2O2/c1-6(2)8-10(14)12-5-3-4-7(12)9(13)11-8/h6-8H,3-5H2,1-2H3,(H,11,13)	Cyclo(-Pro-Val)	CC(C)C1C(=O)N2CCCC2C(=O)N1	0.800000012	98951;927560;6545869;6992260;6992261;10821724;21776426;102190978;102491879	COCONUT:(CNP0261443);KNApSAcK:(41466);Natural Products:(UNPD25943 UNPD46291 UNPD74085 UNPD137565);PubChem:(98951 927560 6545869 6992260 6992261 10821724 21776426 102190978 102491879);SuperNatural:(SN00002288 SN00001560 SN00002290 SN00002289);CHEBI:(69439);ZINC bio:(ZINC00517327 ZINC01564489 ZINC01564490 ZINC01564491);additional;MeSH:(98951 6992261);Training Set;PubMed	3727478	197.12884	74.6864954288448	70_Fototroficos_analisis_3_muestrascompletas_estadi_167	167
115	1	4	1	4	0.33276213727515014	-179.3037057885453	0.023618090452261313	4.011718567559592	C14H13ClINO4S2	[M + K]+	YEVQMOZESDTYDS	InChI=1S/C14H13ClINO4S2/c1-9-7-10(16)3-6-13(9)17-23(20,21)14-8-11(22(2,18)19)4-5-12(14)15/h3-8,17H,1-2H3	null	CC1=C(C=CC(=C1)I)NS(=O)(=O)C2=C(C=CC(=C2)S(=O)(=O)C)Cl	3.29999995	60432118	PubChem:(60432118)	2	523.8634	808.53125	590_Fototroficos_analisis_3_muestrascompletas_estadi_1609	1609
116	1	1	1	1	0.33028197249594027	-35.624517352506956	0.9999999999999999	21.669413197979658	C6H15N	[M + H]+	ZMANZCXQSJIPKH	InChI=1S/C6H15N/c1-4-7(5-2)6-3/h4-6H2,1-3H3	Triethylamin	CCN(CC)CC	1.5005033	8471;167656;1385867;18398577;16212933;59911701;87563301;88802587	HMDB:(32539);PubChem class - food;SuperNatural:(SN00119354);Maconda:(CON00114);ZINC bio:(ZINC01242720);HSDB:(121-44-8);MeSH:(8471 167656 1385867);PubMed;NORMAN:(NS00002646);COCONUT:(CNP0078687 CNP0209343);KNApSAcK:(50499);Natural Products:(UNPD101685);PubChem:(8471 167656 1385867 18398577 16212933 59911701 87563301 88802587);CHEBI:(45791 35026);PubChem class - bio and metabolites;KEGG:(C14691);PubChem class - safety and toxic;Biocyc:(TRIETHYLAMINE)	221556606	102.12781	962.69	709_Fototroficos_analisis_3_muestrascompletas_estadi_1947	1947
117	1	1	1	1	0.3280715913754789	-48.081952480497556	0.9999999999999999	9.896137105486499	C12H27NO	[M + H]+	PJNIZPXBKOEEGD	InChI=1S/C12H27NO/c1-2-3-4-5-6-7-8-9-10-13-11-12-14/h13-14H,2-12H2,1H3	N-Decylaminoethanol	CCCCCCCCCCNCCO	3.5999999	4060908	PubChem:(4060908);PubMed	66	202.21688	1177.8374999999999	775_Fototroficos_analisis_3_muestrascompletas_estadi_2901	2901
118	1	1	1	2	0.32696565590703647	-289.03978741313944	0.521105527638191	22.548722991650667	C26H52N8O6	[M + H]+	BQOZPAKGQIVGTJ	InChI=1S/C26H52N8O6/c1-3-17(2)22(25(38)31-16-21(35)32-20(26(39)40)12-6-9-15-29)34-24(37)19(11-5-8-14-28)33-23(36)18(30)10-4-7-13-27/h17-20,22H,3-16,27-30H2,1-2H3,(H,31,38)(H,32,35)(H,33,36)(H,34,37)(H,39,40)	null	CCC(C)C(C(=O)NCC(=O)NC(CCCCN)C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)N	-3.79999995	10218530	PubChem:(10218530)	2	573.40954	706.7475	469_Fototroficos_analisis_3_muestrascompletas_estadi_1359	1359
119	1	7	1	7	0.32372640113579737	-202.39423714038256	0.2698492462311558	18.648547233666076	C40H82O14	[M + H3N + H]+	ALJZTVRPEAUVRH	InChI=1S/C40H82O14/c1-2-3-4-5-6-7-8-9-10-11-12-13-15-42-17-19-44-21-23-46-25-27-48-29-31-50-33-35-52-37-39-54-40-38-53-36-34-51-32-30-49-28-26-47-24-22-45-20-18-43-16-14-41/h41H,2-40H2,1H3	null	CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO	4.30414057	14973994	PubChem:(14973994)	2	804.60517	821.21	616_Fototroficos_analisis_3_muestrascompletas_estadi_1674	1674
120	1	1	1	1	0.32250064066724293	-55.666332887928355	0.9884422110552764	57.92477628716929	C26H48N6O8	[M + H]+	QNDMGMAZFOYBKD	InChI=1S/C26H48N6O8/c1-8-14(6)20(31-22(35)16(27)11-12(2)3)24(37)30-19(13(4)5)23(36)32-21(15(7)33)25(38)29-17(26(39)40)9-10-18(28)34/h12-17,19-21,33H,8-11,27H2,1-7H3,(H2,28,34)(H,29,38)(H,30,37)(H,31,35)(H,32,36)(H,39,40)	null	CCC(C)C(C(=O)NC(C(C)C)C(=O)NC(C(C)O)C(=O)NC(CCC(=O)N)C(=O)O)NC(=O)C(CC(C)C)N	-0.402548254	9851061	PubChem:(9851061)	2	573.36231	73.30613365276018	68_Fototroficos_analisis_3_muestrascompletas_estadi_165	165
121	1	1	1	1	0.32160365529617896	-49.84465975933445	0.9889447236180905	21.62193170680532	C10H11NO	[M + H]+	OGTHMRDVETVLQE	InChI=1S/C10H11NO/c1-8(11-9(2)12)10-6-4-3-5-7-10/h2-8H,1H3,(H,11,12)	null	CC(C1=CC=CC=C1)NC(=O)[CH]	1.39999998	57880638	PubChem:(57880638)	2	162.09166	153.21999999999997	177_Fototroficos_analisis_3_muestrascompletas_estadi_332	332
122	1	3	1	9	0.3206116148890187	-387.7530114325237	0.2834170854271357	28.838051371051936	C42H59N7O10	[M + H]+	WPAJIFNTRBNRSX	InChI=1S/C42H59N7O10/c1-26(2)35(39(55)45-24-34(52)58-25-29-17-12-9-13-18-29)47-33(51)23-43-37(53)30(21-28-15-10-8-11-16-28)46-32(50)22-44-38(54)31-19-14-20-49(31)40(56)36(27(3)4)48-41(57)59-42(5,6)7/h8-13,15-18,26-27,30-31,35-36H,14,19-25H2,1-7H3,(H,43,53)(H,44,54)(H,45,55)(H,46,50)(H,47,51)(H,48,57)	null	CC(C)C(C(=O)NCC(=O)OCC1=CC=CC=C1)NC(=O)CNC(=O)C(CC2=CC=CC=C2)NC(=O)CNC(=O)C3CCCN3C(=O)C(C(C)C)NC(=O)OC(C)(C)C	3.79999995	131715255	PubChem:(131715255)	2	822.44217	287.13	288_Fototroficos_analisis_3_muestrascompletas_estadi_712	712
123	1	3	1	4	0.3159091252931413	-178.62395573904516	0.07688442211055276	6.674304673316554	C23H41ClO3	[M + H + H]+	CRVONYYEQXCNKZ	InChI=1S/C23H41ClO3/c1-2-3-4-5-6-7-8-9-10-11-12-15-21-17-18-22(27-21)20-26-23(25)16-13-14-19-24/h20-21H,2-19H2,1H3	null	CCCCCCCCCCCCCC1CCC(=COC(=O)CCCCCl)O1	8.60000038	88509993	PubChem:(88509993)	2	402.29023	718.5675	496_Fototroficos_analisis_3_muestrascompletas_estadi_1420	1420
124	1	8	1	7	0.3147516447419965	-105.8233300963628	0.48341708542713563	22.223714793492256	C36H74O13	[M + H3N + H]+	XUAGABNXLLHNRF	InChI=1S/C36H74O13/c1-25(38)14-39-27(3)16-41-29(5)18-43-31(7)20-45-33(9)22-47-35(11)24-49-36(12)23-48-34(10)21-46-32(8)19-44-30(6)17-42-28(4)15-40-26(2)13-37/h25-38H,13-24H2,1-12H3	null	CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O	3.60373783	14274838	PubChem:(14274838)	2	732.54746	562.8575000000001	405_Fototroficos_analisis_3_muestrascompletas_estadi_1162	1162
125	1	3	1	4	0.31467751943429184	-159.51685750328798	0.23165829145728642	-0.045253977534776446	C26H47ClO4	[M + H + H]+	KHYPPIMXXBFFAH	InChI=1S/C26H47ClO4/c1-2-3-4-5-6-7-9-12-15-18-23-30-25(28)20-21-26(29)31-24-19-16-13-10-8-11-14-17-22-27/h15,18H,2-14,16-17,19-24H2,1H3	null	CCCCCCCCCC=CCOC(=O)CCC(=O)OCCCCCCCCCCCl	9.19999981	91702125	PubChem:(91702125)	2	460.33328	813.1700000000001	598_Fototroficos_analisis_3_muestrascompletas_estadi_1625	1625
126	1	1	1	1	0.3136180973757338	-22.81362491186055	0.9999999999999999	87.9388500027851	C27H30O15	[M + H]+	TVSBSLGTNMNUBC	InChI=1S/C27H30O15/c1-8-19(34)21(36)23(38)27(39-8)42-26-22(37)20(35)16(7-28)41-25(26)18-13(32)5-12(31)17-14(33)6-15(40-24(17)18)9-2-3-10(29)11(30)4-9/h2-6,8,16,19-23,25-32,34-38H,7H2,1H3	Orientin 2''''-O-rhamnoside	CC1C(C(C(C(O1)OC2C(C(C(OC2C3=C(C=C(C4=C3OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)O)CO)O)O)O)O)O	-1.20000005	21721997;44257931;73829968;137333854	COCONUT:(CNP0214162);HMDB:(37446);KNApSAcK:(6203);Natural Products:(UNPD105914 UNPD183178 UNPD18979);PubChem:(21721997 44257931 73829968 137333854);SuperNatural:(SN00328998 SN00270307 SN00372126);CHEBI:(142904);PubChem class - bio and metabolites;KEGG Mine	8609890362	595.16712	131.0461637878418	150_Fototroficos_analisis_3_muestrascompletas_estadi_283	283
127	1	4	1	4	0.311062829906832	-63.17889759129663	0.1804020100502513	83.03653392616805	C25H46N6O10	[M + H]+	BLDBUVAXYNSRSP	InChI=1S/C25H46N6O10/c1-7-12(4)18(30-20(35)13(5)26)24(39)27-15(8-11(2)3)21(36)28-16(9-32)22(37)29-17(10-33)23(38)31-19(14(6)34)25(40)41/h11-19,32-34H,7-10,26H2,1-6H3,(H,27,39)(H,28,36)(H,29,37)(H,30,35)(H,31,38)(H,40,41)	null	CCC(C)C(C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)O)NC(=O)C(C)N	-2.34857464	10121258	PubChem:(10121258);PubChem class - bio and metabolites	16777218	591.33696	90.99000000000001	103_Fototroficos_analisis_3_muestrascompletas_estadi_207	207
128	1	2	1	2	0.30848037338419926	-26.630940152524822	0.016080402010050253	32.71105641092387	C16H34O9	[M + H]+	GLZWNFNQMJAZGY	InChI=1S/C16H34O9/c17-1-3-19-5-7-21-9-11-23-13-15-25-16-14-24-12-10-22-8-6-20-4-2-18/h17-18H,1-16H2	PED-diol (n=8)	C(COCCOCCOCCOCCOCCOCCOCCO)O	-2.20000005	78798	NORMAN:(NS00010524);COCONUT:(CNP0348115);HMDB:(94680);PubChem class - food;PubChem:(78798);CHEBI:(44794);Maconda:(CON00075);PubChem class - bio and metabolites;PubChem class - safety and toxic;PubMed;KEGG Mine	8810398826	371.22849	80.83125319327345	77_Fototroficos_analisis_3_muestrascompletas_estadi_177	177
129	1	1	1	1	0.3081009733412682	-30.081231857559597	0.9999999999999999	32.6046926086902	C24H50O7	[M + H]+	OJCFEGKCRWEVSN	InChI=1S/C24H50O7/c1-2-3-4-5-6-7-8-9-10-11-13-26-15-17-28-19-21-30-23-24-31-22-20-29-18-16-27-14-12-25/h25H,2-24H2,1H3	Laureth-6	CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO	4.11036348	18282;101195883;101208026;101208028;101363088	NORMAN:(NS00013819);PubChem:(18282 101195883 101208026 101208028 101363088);MeSH:(18282);PubChem class - safety and toxic;PubMed;KEGG Mine	8657305670	451.36392	733.7375	530_Fototroficos_analisis_3_muestrascompletas_estadi_1468	1468
130	1	1	1	1	0.30554790693090506	-152.5544289052289	0.008040201005025126	21.209982205684746	C23H42N4O8	[M + H3N + H]+	JNJGHWCLIHDZDM	InChI=1S/C23H42N4O8/c1-18(2)17-22(31)27(35)16-8-4-6-13-24-19(28)9-11-21(30)26(34)15-7-3-5-14-25-20(29)10-12-23(32)33/h18,34-35H,3-17H2,1-2H3,(H,24,28)(H,25,29)(H,32,33)	tenacibactin C	CC(C)CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)O)O)O	-0.400000006	16216279	COCONUT:(CNP0375311);KNApSAcK:(40460);Natural Products:(UNPD117679);PubChem:(16216279);SuperNatural:(SN00304551);PubMed	3178578	520.33359	152.38910168611824	171_Fototroficos_analisis_3_muestrascompletas_estadi_326	326
131	1	1	1	1	0.2985125414417957	-32.70932483327803	0.9999999999999999	18.56400076008054	C16H33NO2	[M + H]+	JHIXEZNTXMFXEK	InChI=1S/C16H33NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-16(19)17-14-15-18/h18H,2-15H2,1H3,(H,17,19)	Comperlan MM	CCCCCCCCCCCCCC(=O)NCCO	5.0999999	8890	NORMAN:(NS00013870);COCONUT:(CNP0300092);PubChem:(8890);CHEBI:(85262);additional;HSDB:(142-58-5);MeSH:(8890);PubChem class - safety and toxic;Training Set;PubMed;Biocyc:(CPD-22246)	70011494	272.25896	1178.0924999999997	776_Fototroficos_analisis_3_muestrascompletas_estadi_2905	2905
132	1	1	1	1	0.29771369605906295	-17.380899745622486	0.9999999999999999	42.71522361139295	C16H27N3O4	[M + H]+	FQYQMFCIJNWDQZ	InChI=1S/C16H27N3O4/c1-3-10(2)13(17)15(21)18-8-4-6-11(18)14(20)19-9-5-7-12(19)16(22)23/h10-13H,3-9,17H2,1-2H3,(H,22,23)	1-[1-(2-amino-3-methylpentanoyl)pyrrolidine-2-carbonyl]pyrrolidine-2-carboxylic acid	CCC(C)C(C(=O)N1CCCC1C(=O)N2CCCC2C(=O)O)N	0.550314188	12135410;9949212;20155153;60206517;129360484;129449832	MeSH:(9949212);PubChem:(12135410 9949212 20155153 60206517 129360484 129449832);PubMed;KEGG Mine	8589934662	326.20866	53.03247793482669	40_Fototroficos_analisis_3_muestrascompletas_estadi_96	96
133	1	1	1	1	0.2967231757556665	-59.78364263596163	0.9999999999999999	45.245263364262385	C20H42O5	[M + H]+	WPMWEFXCIYCJSA	InChI=1S/C20H42O5/c1-2-3-4-5-6-7-8-9-10-11-13-22-15-17-24-19-20-25-18-16-23-14-12-21/h21H,2-20H2,1H3	Dodecyltetraglycol	CCCCCCCCCCCCOCCOCCOCCOCCO	4.31169176	78933;101208025;100970417;100970418	NORMAN:(NS00013816);PubChem class - food;PubChem:(78933 101208025 100970417 100970418);PubChem class - bio and metabolites;MeSH:(78933);PubChem class - safety and toxic;PubMed;KEGG Mine	8808300614	363.31134	736.3475000000001	537_Fototroficos_analisis_3_muestrascompletas_estadi_1476	1476
134	1	3	1	2	0.29631910132497397	-236.35601434534343	0.14120603015075378	0.05780914521042857	C23H18Br2O6	[M + K]+	XRLRMXGWWSIEBV	InChI=1S/C23H18Br2O6/c24-17-8-11-21(20(25)14-17)30-15-22(26)31-19-9-6-16(7-10-19)23(27)29-13-12-28-18-4-2-1-3-5-18/h1-11,14H,12-13,15H2	2-phenoxyethyl 4-[2-(2,4-dibromophenoxy)acetyl]oxybenzoate	C1=CC=C(C=C1)OCCOC(=O)C2=CC=C(C=C2)OC(=O)COC3=C(C=C(C=C3)Br)Br	6.30000019	17151481	PubChem:(17151481)	2	586.90942	705.0350000000001	463_Fototroficos_analisis_3_muestrascompletas_estadi_1350	1350
135	1	1	1	1	0.29594980210258814	-51.569868139191435	0.07587939698492464	31.186457721178822	C26H44N6O7	[M + H]+	WCNUEEKRMXIHIE	InChI=1S/C26H44N6O7/c1-14(2)13-16(27)24(36)31-11-5-8-19(31)23(35)30-21(15(3)4)25(37)32-12-6-7-18(32)22(34)29-17(26(38)39)9-10-20(28)33/h14-19,21H,5-13,27H2,1-4H3,(H2,28,33)(H,29,34)(H,30,35)(H,38,39)	(2S)-5-amino-2-[[(2S)-1-[(2S)-2-[[(2S)-1-[(2S)-2-amino-4-methylpentanoyl]pyrrolidine-2-carbonyl]amino]-3-methylbutanoyl]pyrrolidine-2-carbonyl]amino]-5-oxopentanoic acid	CC(C)CC(C(=O)N1CCCC1C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)NC(CCC(=O)N)C(=O)O)N	-0.171212733	11613707	PubChem:(11613707)	2	553.33557	192.6125	204_Fototroficos_analisis_3_muestrascompletas_estadi_432	432
136	1	1	1	2	0.29582885383612817	-142.10664626657322	0.9452261306532663	12.927082463851931	C26H48N2O5	[M + H]+	YKWZNYVSSAKXOM	InChI=1S/C26H48N2O5/c1-5-7-9-11-13-15-17-25(31)27(23(3)29)19-21-33-22-20-28(24(4)30)26(32)18-16-14-12-10-8-6-2/h5-22H2,1-4H3	null	CCCCCCCCC(=O)N(CCOCCN(C(=O)C)C(=O)CCCCCCCC)C(=O)C	5.69999981	54513674	PubChem:(54513674)	2	469.36192	910.71	666_Fototroficos_analisis_3_muestrascompletas_estadi_1816	1816
