row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,203_1.mzML Peak area,206_1.mzML Peak area,205_1.mzML Peak area,203_2.mzML Peak area,205_2.mzML Peak area,206_2.mzML Peak area,202_3.mzML Peak area,203_3.mzML Peak area,208_2.mzML Peak area,207_2.mzML Peak area,209_2.mzML Peak area,211_1.mzML Peak area,210_1.mzML Peak area,209_1.mzML Peak area,202_1.mzML Peak area,207_1.mzML Peak area,212_1.mzML Peak area,212_2.mzML Peak area,211_2.mzML Peak area,208_1.mzML Peak area,213_1.mzML Peak area,213_3.mzML Peak area,210_2.mzML Peak area,204_1.mzML Peak area,202_2.mzML Peak area,213_2.mzML Peak area,204_2.mzML Peak area,
147,223.09702432604317,1.149635,,,,71,,,,,,,169811.39,381517.66,387834.8,0,0,377879.47,941210.0,179868.75,369882.38,1298759.9,341704.84,586234.7,1409695.4,391692.44,1270921.0,714923.56,454424.5,0,342974.47,714244.3,441676.8,479179.16,1149376.6,2127905.5,1766825.5,0,3048510.8,
212,227.09221208280974,1.5577072,,,,,,,,,,,0,251291.64,0,389792.1,284231.12,0,0,33236.812,216379.94,325820.0,230653.03,159302.03,264160.25,256627.98,0,203672.2,280898.22,0,206115.58,176819.61,0,210740.2,258049.5,442489.12,573548.3,76944.945,702831.8,
400,227.1756025004984,3.026398,,,,113,20,[M+2H]+2,,2,405;400,452.33673,1361254.8,1721803.8,3489245.5,3851444.0,1859235.9,3044911.0,9332301.0,3235844.5,3099747.2,2483157.0,1693929.6,3031951.2,7472369.0,1732830.8,6540082.5,3435940.0,1581990.0,0,3346357.8,3083739.5,1735580.8,1746385.5,9065162.0,8236130.0,4386980.0,0,5120412.0,
157,227.17593081232414,1.1789823,,,,85,8,[M+H]+,,2,157;159,226.16862,0,0,2684153.5,0,0,2590748.5,1.10377E7,0,2166968.0,3875000.5,0,3486232.8,1.0638888E7,0,9816182.0,3421708.5,0,0,2509726.5,3792495.5,0,1815340.8,1.0104265E7,8645701.0,4382309.0,0,5793577.5,
710,228.10229008160513,4.7687473,,,,,,,,,,,215312.5,171138.48,0,360234.5,0,0,0,171493.23,152923.5,234925.4,0,0,333930.28,177651.77,410450.06,0,207434.89,0,0,0,209446.4,0,349930.9,567073.44,545637.75,0,618587.6,
861,229.14383093264644,5.4346533,,,,163,42,[M+H]+,,1,860,228.13653,451450.53,277700.88,197262.17,549233.25,264800.16,140651.92,0,266496.7,0,271803.12,0,219943.28,334353.75,201019.9,127200.28,245685.1,343763.12,0,243642.52,135664.47,323448.97,294915.12,309284.4,169637.52,0,132768.62,0,
1095,230.2482317705573,7.561471,,,,,,,,,,,3511903.8,1829473.9,2502041.2,2716283.0,2409433.8,2178626.2,2278013.0,2913300.8,1789441.8,2168833.8,1915983.5,1855480.9,2352010.8,1539311.9,2973100.5,2128264.0,1980089.0,1897932.9,2072901.5,1950566.1,1708962.2,2326159.0,1754435.8,2489358.5,2108780.0,1610196.0,2214056.0,
2928,230.24823170223846,19.78901,,,,,,,,,,,0,565951.06,614237.3,611648.6,0,601277.06,0,0,0,0,504756.5,0,0,0,601749.0,509400.12,673542.7,651931.94,607802.0,0,0,0,0,0,0,0,519785.84,
2910,230.2482478360888,19.645987,,,,,,,,,,,0,0,1610107.0,0,1517058.5,0,0,0,0,1516292.6,0,0,0,0,0,1546335.9,0,0,1502397.0,0,0,0,0,0,1589458.6,0,0,
1835,230.2482635139387,15.2514715,,,,,,,,,,,0,0,0,0,0,0,2388497.8,0,0,0,0,2113304.0,0,0,2654269.8,0,0,0,0,2009242.4,0,0,0,2250065.8,2291505.8,0,0,
1132,230.2482711620497,8.252416,,,,,,,,,,,0,0,0,0,0,0,369465.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1846,230.24831655267104,15.360542,,,,,,,,,,,0,0,2613734.0,2207915.5,0,0,0,1769466.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2241388.2,0,
1799,230.24833692407358,15.1131315,,,,,,,,,,,2488940.2,0,0,0,0,2136147.0,0,0,0,0,0,0,2044048.6,0,0,0,0,2314375.0,0,0,0,0,0,0,0,0,0,
41,230.8908702766568,0.696562,,,,135,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179254.02,0,386855.53,
200,231.11330282122293,1.48634,,,,107,12,[M+NH4]+,,2,197;200,213.07944,1707153.5,1136304.5,406761.12,1245079.4,1132301.1,1153719.5,0,1653331.8,941755.7,1886234.8,836925.06,662284.5,1123707.2,896556.5,0,1100412.5,1113097.9,237037.97,730486.5,839986.6,880254.3,442305.5,1159360.9,698940.2,774597.0,276991.9,908190.5,
1097,231.25173526953182,7.5730104,,,,,,,,,,,0,0,265803.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171981.69,0,
33,232.92901691256174,0.6921313,,,,135,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81394.32,0,801949.56,
302,235.0605338611737,2.3190978,,,,,,,,,,,0,196405.02,0,238655.4,0,0,0,191644.1,0,0,0,0,215439.72,185601.39,0,0,211932.53,0,0,0,194901.92,281111.38,168709.16,0,0,0,0,
594,235.09671184448501,4.1485715,,,,158,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573799.4,0,826777.2,
136,241.10754780336887,1.0528655,,,,,,,,,,,0,0,0,0,0,0,927654.6,0,0,0,0,0,0,0,1323486.8,0,0,0,0,0,0,0,0,0,0,0,0,
151,241.1076358532154,1.1603081,,,,71,,,,,,,173997.28,380585.16,413378.47,0,0,375111.84,0,0,381764.3,1258539.2,330038.56,553237.06,1376100.6,452459.34,0,720708.6,456833.2,0,303052.1,677120.5,447873.62,475286.34,1087335.5,2225674.0,1963280.0,0,3462149.8,
73,242.22348001151647,0.77175605,,,,,,,,,,,0,0,0,0,0,0,582441.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204730.73,0,0,
1111,244.26391112818789,7.7854533,,,,,,,,,,,0,0,0,124563.17,97990.19,0,0,0,0,125447.086,83576.016,93446.66,0,74260.31,117645.2,79360.05,0,99171.54,0,114907.85,73475.234,0,77008.47,0,89113.555,0,0,
377,245.12874999432526,2.8833833,,,,,,,,,,,292273.5,0,95242.586,379066.2,119517.23,0,0,185655.7,0,0,0,0,151558.88,0,0,142421.03,0,0,0,0,0,0,172261.52,0,0,0,0,
169,246.17053086928874,1.2733421,,,,,,,,,,,0,350731.62,354038.78,0,0,420533.56,0,0,0,1368347.1,488079.7,682416.44,1349815.4,617247.4,0,770631.7,467069.2,0,234753.38,591501.0,426413.84,791198.06,910007.8,0,0,0,0,
942,246.24316765866516,5.9949536,,,,,,,,,,,176487.1,151137.42,210308.31,164728.03,204443.73,147023.97,0,140362.33,151509.4,199298.55,196993.94,205390.7,174074.61,163619.6,0,142899.78,159307.92,169094.67,177761.38,198898.14,140662.61,0,143932.72,0,0,157187.19,127174.91,
34,248.90142058574264,0.6921313,,,,135,0,[M+Na]+,,2,38;34,225.91283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192129.58,0,412143.4,
386,249.1123804147975,2.9419434,,,,,,,,,,,1530715.2,1370895.5,948069.06,1734728.1,1329028.9,1280505.1,0,949758.0,997631.25,1534045.6,1419509.5,977065.2,818272.06,1344903.5,0,1133403.5,1620362.0,726302.25,914561.75,823827.44,1770327.1,1641869.4,737120.44,1421029.1,3395666.0,1017473.8,4746667.5,
303,249.11246826837225,2.3372753,,,,,,,,,,,0,0,0,0,0,0,0,209176.25,0,0,0,0,0,226168.12,0,0,432819.8,0,0,0,0,0,0,0,0,0,0,
287,249.1124806479131,2.2071257,,,,,,,,,,,593465.94,547750.7,0,969428.3,547154.7,522289.38,1141194.5,0,0,633959.9,0,191231.45,648628.06,177635.05,1271410.6,0,0,0,0,0,0,0,648257.4,1141175.8,0,0,0,
159,249.15779884808973,1.1887455,,,,85,8,[M+Na]+,,2,157;159,226.16862,0,0,0,0,0,0,4082206.5,0,0,0,0,0,2279641.8,0,2854664.0,0,0,0,0,0,0,0,2419124.8,2340224.0,1257854.0,0,1403114.8,
860,251.12572973715578,5.432454,,,,163,42,[M+Na]+,,2,860;861,228.13653,227875.9,0,0,307702.3,148965.25,0,0,128629.44,0,0,0,0,0,0,0,126541.84,0,0,0,0,150085.94,0,151401.03,0,0,0,0,
156,254.06648561199694,1.1777349,,,,,,,,,,,0,0,0,0,158787.2,0,0,0,0,0,0,0,0,0,0,0,186632.58,0,0,0,0,0,0,0,0,0,0,
1173,256.300276586791,9.81373,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76554.11,0,178512.1,
328,257.1863704315481,2.5351348,,,,,,,,,,,0,0,0,0,0,0,0,0,919277.6,0,0,0,0,0,0,0,0,0,0,774955.8,0,0,0,0,0,0,0,
2914,258.27957496101413,19.66585,,,,,,,,,,,0,0,0,128190.164,165322.97,0,0,188113.48,0,148761.81,0,0,0,0,0,0,0,0,0,0,161299.02,0,0,0,0,148419.78,0,
1169,258.27959245349086,9.703036,,,,,,,,,,,0,0,0,0,0,0,0,0,60269.055,37588.406,0,74903.09,0,0,0,0,55590.33,0,0,0,0,0,0,43570.043,0,55089.395,0,
2885,261.1312502912789,19.58367,,,,,,,,,,,0,0,0,0,84025.695,0,0,0,0,75263.32,0,0,0,0,0,0,71778.516,0,0,0,0,0,0,0,75845.836,0,0,
102,261.13163184722623,0.9256561,,,,,,,,,,,0,0,0,0,0,0,417628.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342094.44,0,0,
56,262.16387462765755,0.71400005,,,,27,,,,,,,0,638066.25,395084.4,0,0,568906.75,0,0,1022687.3,0,0,476139.3,0,0,1285003.1,519629.34,678816.5,239724.45,590558.75,1103221.8,468117.47,356341.3,0,771359.9,0,224356.83,0,
425,263.09175666770363,3.1582341,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665471.4,0,728856.25,
2971,264.87337708749794,20.333275,,,,,,,,,,,0,0,1060811.6,0,1010145.7,0,0,0,0,0,0,0,0,0,0,0,0,0,895560.6,0,0,0,1035608.06,0,0,0,0,
1157,270.3160435461202,9.273823,,,,,,,,,,,0,0,0,0,740472.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
887,272.21192282581717,5.566921,,,,,,,,,,,0,0,0,0,0,0,1620307.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839987.6,0,0,
1113,272.2589623659818,7.805622,,,,,,,,,,,171268.66,0,0,190111.61,154323.17,152753.78,107512.51,120271.125,142793.39,0,0,165228.05,121816.07,145845.56,135062.19,167700.31,131997.67,171879.45,165712.34,0,125711.51,107971.36,127130.41,128091.09,0,104980.11,104838.92,
2905,272.25898244319393,19.634966,,,,,,,,,,,0,89678.125,141413.34,0,0,0,0,0,0,0,0,0,0,0,94700.625,0,0,0,0,0,0,0,0,0,0,0,0,
1093,274.27429626351625,7.501789,,,,,,,,,,,2.7493566E7,2.3864228E7,2.4412746E7,2.4910282E7,2.5326198E7,2.5049718E7,1.926526E7,1.8651042E7,1.7778976E7,2.7952922E7,1.9674258E7,2.476189E7,2.2707886E7,2.1485688E7,1.9939176E7,2.6939274E7,1.742217E7,2.2939592E7,2.1926792E7,2.6384834E7,2.5768396E7,2.119616E7,2.0171806E7,2.6866678E7,2.2317366E7,2.2606378E7,2.3028066E7,
1105,274.2746159493332,7.6740274,,,,,,,,,,,0,0,0,0,0,0,0,0,0,400174.9,0,0,0,0,0,0,153534.36,839603.75,0,0,0,199926.38,60195.777,0,0,0,0,
2909,274.274722110139,19.652105,,,,,,,,,,,0,0,370648.0,0,0,0,343210.8,0,0,339602.2,0,0,0,0,0,344557.66,0,0,0,383144.7,0,0,0,415996.38,350345.03,0,383896.25,
925,275.20112130353937,5.7994123,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211808.06,0,0,0,0,0,0,0,0,169244.25,0,0,0,
1096,275.277764186678,7.5624194,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,546579.9,0,0,0,0,15288.764,0,0,0,0,0,251636.19,0,0,0,0,0,
1092,276.2807413367387,7.497944,,,,,,,,,,,0,0,0,291813.7,0,0,0,0,0,286007.56,0,0,0,0,0,0,0,332597.8,0,0,0,0,0,0,0,0,0,
2973,276.8973038657662,20.579123,,,,,,,,,,,0,0,373014.0,0,0,0,541841.8,0,0,0,0,0,216623.55,0,580099.4,0,0,158843.8,0,0,0,0,0,0,533503.56,125087.7,0,
964,277.21673461663624,6.205658,,,,148,,,,,,,0,0,0,220972.06,0,0,240895.1,0,0,0,88602.984,0,0,87958.6,247545.72,0,0,0,0,0,76203.86,64417.56,39956.3,484461.5,525177.44,0,646141.75,
945,277.2167549148336,6.021041,,,,164,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362583.3,0,462649.75,
950,277.2167635396789,6.1064334,,,,134,,,,,,,91607.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205416.72,509297.7,0,646599.75,
74,277.23958626673436,0.77175605,,,,146,,,,,,,0,0,0,0,0,0,2952825.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1369215.4,0,0,
1877,279.09387221680595,15.590861,,,,,,,,,,,5901498.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5543398.5,0,0,0,0,0,0,0,
1048,279.093889361063,6.9541645,,,,,,,,,,,0,0,0,0,0,0,2454868.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2191693.8,0,0,
2894,279.09391905401134,19.597853,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645391.25,786169.25,799750.9,711073.2,0,0,0,0,0,0,0,0,
1838,279.09392240152124,15.296449,,,,,,,,,,,0,0,0,0,0,0,6069602.0,0,0,0,5489250.5,0,0,0,0,0,0,0,5442882.5,0,0,0,0,0,0,0,0,
1929,279.0939391961317,15.93094,,,,,,,,,,,0,0,0,0,0,0,1128744.8,0,0,2085318.0,0,1251576.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592520.4,
1134,279.1574866854927,8.27289,,,,,,,,,,,91470.17,0,0,140352.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
286,279.17114618324564,2.182783,,,,,,,,,,,0,0,0,0,0,0,1074399.2,0,0,0,0,0,0,0,469483.4,0,0,0,0,0,0,0,0,429586.0,0,0,0,
1008,279.23244948358393,6.6174836,,,,24,,,,,,,581189.94,275447.4,0,675961.3,295125.8,198751.28,193556.86,158301.25,0,371697.9,463888.12,110858.08,245085.86,453925.06,201275.84,0,549295.8,139759.9,151576.23,0,549401.75,442105.62,183960.05,1752987.1,3653508.2,248160.27,5137942.5,
1002,279.2324689635016,6.5431647,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,90714.06,0,0,69994.59,0,0,0,0,0,0,0,0,0,334319.6,783996.9,0,852177.4,
979,279.23247743668486,6.366526,,,,160,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253212.14,1122709.6,0,1367939.1,
1031,279.23248484855213,6.713391,,,,6,,,,,,,314693.3,132227.06,0,405359.12,139485.39,0,0,52634.094,0,233594.94,557567.1,0,135895.81,413866.56,0,0,407395.16,0,0,0,482488.78,295156.84,153884.45,1831323.8,4007917.5,0,4047031.8,
135,283.17603812936926,1.0351969,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301986.66,452494.12,0,553282.06,
1164,283.182824976771,9.42764,,,,,,,,,,,0,0,0,0,0,38293.2,0,0,0,0,39060.152,62053.2,0,46313.473,0,0,42630.617,0,0,0,0,0,72147.29,0,0,40149.25,40909.082,
472,283.7177856150298,3.4124513,,,,4,23,[M+2H]+2,,2,472;473,565.42146,1142662.0,1273460.2,1522797.5,1042361.7,1097879.0,1282323.8,1026180.94,1885747.0,1460576.8,1237119.2,1513825.9,1525290.0,1127351.9,1542608.9,876131.5,1465636.0,1162021.6,1956758.8,1426617.4,1362008.2,1510026.2,1171397.2,1238083.9,1055713.9,960127.5,1696825.1,869752.8,
1267,284.33185277796775,11.337675,,,,36,,,,,,,1129042.4,2813075.0,1245841.9,1117691.6,1117684.4,1713015.6,0,1184578.1,0,1205471.9,0,0,0,0,1101758.2,0,3328491.5,1967872.5,0,0,2840348.5,0,0,0,1046588.9,1917389.9,1234608.1,
1268,285.335298524211,11.338634,,,,36,,,,,,,0,375061.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518590.5,211698.22,0,0,373643.94,0,0,0,0,0,0,
2967,287.88947039616664,20.319605,,,,,,,,,,,0,634299.4,483744.56,0,612209.94,503688.38,0,0,0,0,446203.3,0,0,0,0,0,0,525642.9,499613.94,0,539054.44,445174.97,0,0,0,0,0,
1106,290.26953710196193,7.677851,,,,,,,,,,,759329.0,1358592.9,1293676.6,701318.7,880361.25,1251234.2,1061197.2,1018063.25,862338.5,704622.7,595789.1,0,336097.25,547610.3,875676.0,779783.7,1302172.1,845415.8,252019.33,473346.4,65604.33,1197548.5,649804.6,396930.06,497585.22,1017325.1,226761.05,
965,295.2273216293364,6.217163,,,,148,,,,,,,0,0,0,205336.03,0,0,228797.31,0,0,0,71748.13,0,0,0,247816.34,0,0,0,0,0,67035.516,0,0,441669.8,499202.47,0,556679.3,
927,295.2273328449293,5.8478456,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315096.9,0,227955.27,
1065,295.2273395532903,7.1300583,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529315.0,1093082.9,0,1389005.1,
953,295.2273481535196,6.108528,,,,134,,,,,,,0,0,0,0,0,0,0,0,0,0,66208.88,0,0,0,0,0,0,0,0,0,0,0,0,0,432116.44,0,518938.44,
1009,297.24294667612867,6.617545,,,,24,,,,,,,317302.56,142584.47,0,355573.16,170727.56,101370.75,0,79196.18,0,189992.3,259113.69,0,0,252279.45,0,0,276779.75,0,0,0,284279.0,191830.25,0,967192.56,2685559.8,105568.016,2561659.0,
1033,297.2429490330178,6.7140727,,,,6,,,,,,,144758.61,73235.75,0,250971.17,95079.234,0,0,0,0,121070.445,242947.38,0,89241.09,220029.6,0,0,212172.02,0,0,0,194018.1,170646.2,104768.266,1295791.9,2841446.5,0,3275173.5,
980,297.2429738742599,6.366526,,,,160,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143712.2,397027.8,0,960836.44,
1224,298.34740564854,10.565555,,,,,,,,,,,1972033.8,0,0,2137444.5,2125934.8,0,0,2027612.5,0,0,0,0,0,0,1917112.9,2133712.8,0,0,0,0,0,0,0,0,0,0,2033823.2,
1860,298.3474084112028,15.475537,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,159316.0,63336.055,0,0,0,178078.66,0,107466.8,0,0,0,0,0,0,
1497,298.347416669988,12.584881,,,,,,,,,,,175069.88,0,207252.58,0,0,0,0,0,0,0,218829.44,0,0,0,209683.78,0,0,0,202135.88,0,0,0,0,0,0,0,0,
1319,298.3474468895567,11.625133,,,,,,,,,,,343245.1,0,354047.84,367811.28,373152.84,368581.1,329263.94,416232.53,0,418920.22,422785.38,376661.78,0,386925.66,374581.38,453570.12,389862.22,0,0,0,392539.66,0,0,0,0,0,0,
1843,298.3475239483734,15.329136,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,54093.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,299.22163023729047,0.74745625,,,,46,6,[M+Na]+,,2,66;70,276.23246,0,0,0,0,0,0,483823.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170563.6,0,0,
50,300.17828087009696,0.7050311,,,,27,,,,,,,0,1795997.9,1643522.1,132224.0,303744.72,1656735.8,1009062.1,0,2726125.0,795508.8,120375.13,2476887.0,0,122031.9,5537531.5,2269525.5,1697171.1,624010.4,2483395.2,3376084.2,1123494.9,793695.0,0,3857495.8,0,535137.5,0,
51,300.51245915118295,0.70809954,,,,27,,,,,,,0,843706.4,705643.4,0,0,745601.44,0,0,1244036.0,332826.62,0,1139805.1,0,0,2553865.0,1052991.0,752934.4,272713.5,1208763.2,1487971.0,487204.84,343757.1,0,1681684.1,0,187411.19,0,
1921,301.07588395492786,15.819792,,,,,,,,,,,0,0,118652.19,0,0,104717.18,0,0,112673.22,0,113780.3,0,113307.54,106450.16,0,77504.234,0,147303.97,0,0,0,130344.664,0,0,0,0,0,
2912,301.0758871260285,19.653402,,,,,,,,,,,0,0,410223.34,404357.38,401449.25,0,393351.3,0,386067.72,0,0,0,0,388490.88,0,392969.8,0,0,0,0,0,363942.9,348335.34,399772.97,376551.84,410448.88,0,
1887,301.075908715059,15.672899,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,23054.555,0,0,0,129107.55,0,0,0,0,0,0,0,0,0,0,0,
1937,301.07590873303974,15.962425,,,,,,,,,,,13679.913,0,31647.506,0,14332.526,0,0,0,0,0,0,17458.117,0,0,25656.635,0,0,17611.406,0,0,0,0,0,0,0,0,0,
1966,301.0759352668075,16.084766,,,,,,,,,,,0,0,0,0,30821.375,0,0,0,0,0,0,0,0,0,0,0,0,0,16064.449,0,0,0,0,0,0,0,0,
1154,302.3059253660578,8.943743,,,,,,,,,,,139138.45,116219.734,166966.08,152430.95,191191.25,126399.21,126097.24,126408.805,0,115826.625,0,114281.27,0,118806.41,167977.58,179547.1,0,112275.29,0,0,0,177343.92,0,0,94861.44,126224.64,136941.67,
1172,302.3059464896834,9.804598,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146126.75,0,296911.6,
168,303.13485961892485,1.2562006,,,,155,,,,,,,1016214.0,1491154.6,974317.44,1513057.1,1567631.6,1525427.4,1137078.1,732549.06,1266706.1,1565938.5,1023116.1,1040999.1,1260411.8,1000049.4,1599603.8,1113623.1,1266877.5,494595.03,1235250.0,997983.25,1192281.8,1061518.2,1276156.1,1682694.5,605827.75,678189.56,737316.25,
1171,304.3004075801565,9.782846,,,,,,,,,,,3035262.0,0,3092678.8,3136977.0,3363819.0,0,0,2604484.2,0,0,0,3304587.0,0,0,3144297.0,3407715.2,0,0,0,0,0,3342085.0,0,0,0,0,3408025.8,
2911,304.30046577402607,19.651667,,,,,,,,,,,0,0,0,0,0,0,0,0,267242.3,0,0,0,0,213134.52,0,243797.0,0,294116.03,277572.22,179053.9,0,236026.3,247155.2,198111.36,214507.73,220744.25,0,
1809,304.30047771563545,15.152236,,,,,,,,,,,0,0,0,0,0,799732.4,0,0,0,0,0,0,0,0,0,0,0,0,0,267102.56,0,0,0,0,0,0,0,
1848,304.3005056447328,15.364872,,,,,,,,,,,0,0,931031.5,962492.5,0,0,235725.92,0,0,0,0,0,0,624371.8,0,0,0,0,0,0,0,0,0,0,0,0,0,
1861,304.3005421851066,15.487221,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603371.7,0,0,0,0,971638.0,0,0,0,0,0,0,
131,305.15785608818635,1.025717,,,,,,,,,,,0,0,0,0,0,0,375501.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392601.1,528239.0,0,540715.4,
18,305.5095189219461,0.68369484,,,,27,,,,,,,0,0,0,0,0,0,350575.4,0,0,0,0,0,0,0,503858.72,0,0,0,0,0,0,0,0,0,0,0,0,
252,306.0112744317202,1.9089558,,,,120,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785065.8,0,1120552.6,
277,307.1158069315534,2.0428464,,,,,,,,,,,287292.1,254736.56,318810.78,373997.5,363751.16,246312.33,0,179254.7,277494.22,213350.64,431718.97,0,0,373143.56,0,0,0,295639.06,0,279112.34,260446.5,287831.16,0,0,0,338224.44,0,
1062,309.13139406729607,7.120269,,,,,,,,,,,0,0,0,0,0,0,255751.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125276.96,0,0,
1516,312.3630742434884,12.826682,,,,,,,,,,,637041.7,0,0,0,0,0,0,0,608138.25,0,0,0,0,0,560001.25,0,0,0,0,0,0,0,0,0,0,630398.3,0,
186,313.1403066137636,1.3853749,,,,,,,,,,,0,0,0,0,0,0,0,0,0,380785.6,0,210244.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1496,314.3424501691727,12.555115,,,,,,,,,,,0,0,0,123389.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125385.07,0,0,0,118820.266,0,0,0,
66,315.19566537137064,0.7432098,,,,46,6,[M+K]+,,2,66;70,276.23246,0,0,0,0,0,0,571493.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190880.38,0,0,
1012,315.2535493527232,6.62051,,,,24,44,[M+H-H2O]+,,2,1012;1010,332.25731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275422.8,716784.6,0,849028.2,
1032,315.25355757275565,6.713564,,,,6,46,[M+H-H2O]+,,2,1030;1032,332.25725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495263.03,0,589619.8,
8,318.18086148188365,0.67770875,,,,5,,,,,,,0,348287.88,259479.73,0,0,309204.03,0,0,733096.1,0,0,473259.2,0,0,0,376757.88,276130.44,0,593917.6,930425.6,0,76795.76,0,0,0,0,0,
487,318.19635776902186,3.5050516,,,,20,25,[M+2H]+2,,3,487;489;486,634.37842,0,0,0,0,0,0,278452.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443286.84,0,317325.12,
1098,318.3009163348479,7.635889,,,,,,,,,,,0,281840.97,392813.3,312798.0,271983.16,234948.62,733692.7,1001666.5,220818.66,204937.11,239747.53,260409.97,187845.78,250937.58,1220950.9,261242.22,213936.44,281560.34,260665.34,219220.61,192225.44,1489510.5,179794.08,0,222416.1,0,238011.28,
1185,319.2250205219815,10.1164465,,,,,,,,,,,74353.56,0,72492.83,68250.88,0,63259.46,0,0,64434.08,63744.99,73235.14,84721.086,0,64231.496,73043.3,0,0,74208.53,63947.59,0,0,87140.72,56903.01,0,0,0,0,
1190,319.22502240440207,10.213855,,,,,,,,,,,0,0,0,72877.37,99462.21,0,0,0,0,0,0,0,0,0,0,91106.19,0,106604.02,0,0,0,92110.06,0,0,0,0,0,
1481,319.28506463828785,12.2763195,,,,,,,,,,,0,0,0,0,0,0,0,63444.418,0,0,0,0,0,0,0,0,0,0,0,58531.85,66095.65,0,0,0,0,0,1536287.6,
3,324.53918997377605,0.66671896,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,76139.234,0,0,0,0,0,0,0,0,0,53793.39,0,0,0,0,
96,326.2087608683968,0.8906023,,,,,,,,,,,220509.72,1140904.0,1360093.0,0,0,1100009.0,0,0,512866.0,2445427.8,0,965536.2,461044.62,0,0,2618373.8,632402.8,0,329438.88,1524556.9,500068.62,722083.1,0,0,0,113931.18,0,
