"Filename","203_1.mzML","206_1.mzML","205_1.mzML","203_2.mzML","205_2.mzML","206_2.mzML","202_3.mzML","203_3.mzML","208_2.mzML","207_2.mzML","209_2.mzML","211_1.mzML","210_1.mzML","209_1.mzML","202_1.mzML","207_1.mzML","212_1.mzML","212_2.mzML","211_2.mzML","208_1.mzML","213_1.mzML","213_3.mzML","210_2.mzML","204_1.mzML","202_2.mzML","213_2.mzML","204_2.mzML"
"216/NA/Spectral Match to Nonaethylene glycol from NIST14 [IIN-based on: CCMSLIB00003135822]",1222646.25,1054929.5,1078975.75,1083599.75,1231072.75,1101727,1485232.875,781873.9375,1062521.25,1268504,1113028.75,932363.3125,1468663.5,974848.4375,996548.4375,1023171.0625,1327325.625,861935.5625,1013704.25,991875.5625,1329838.125,893957.0625,1535662.625,2975369.75,3794586,880899.75,5493746
"218/NA/Spectral Match to Nonaethylene glycol from NIST14",NA,NA,NA,NA,NA,NA,NA,NA,NA,121394.078125,NA,NA,NA,NA,NA,133326.859375,231573.78125,NA,NA,NA,NA,NA,245558.0625,589120.5,777400.75,90137.9453125,1163364
"219/C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N(CCC(=O)O)CCC(=O)O/349.1407mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,186690.125,NA,NA,NA,NA,NA,NA,81810.3515625,NA,NA,NA,NA,NA,NA,286404.25,217768.890625,NA,NA
"220/C1CC(N(C1)C(=O)CNC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)N)C(=O)O/417.2142mz",NA,NA,NA,NA,NA,NA,NA,NA,422863.78125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294541.375,NA,NA,NA,NA,NA,NA,NA
"222/COC1=CC2=C(CCC(=O)O2)C=C1/179.0707mz",NA,240818.796875,236495.515625,NA,271028.84375,NA,NA,NA,321295.5,383477.5625,NA,197544.6875,NA,NA,NA,350397.625,NA,NA,215805.5625,313028.96875,266371.75,339813.53125,NA,NA,NA,99609.75,NA
"226/NA/Spectral Match to L-Tyrosine from NIST14 [IIN-based on: CCMSLIB00003137613]",1169688.75,640175.8125,376589.5625,1027298.625,513110.5625,644662.4375,284326.5625,977753.5,594399.625,881100.1875,557467.625,509620.375,466812.46875,599405.125,NA,555879.75,493192.125,138975.8125,476271.96875,526654.3125,486160.71875,388285.8125,483994.875,322327.25,NA,184528.515625,NA
"227/COC1=CC(=CC(=C1O)OC)COCC2C(C(C(C(O2)OC3=CC(=C(C=C3)O)OC)O)O)O/469.1715mz",246340.5,232213.46875,NA,428321.4375,NA,243917.171875,NA,NA,211236,301374.875,239045.984375,NA,261202.09375,196282.03125,NA,184023.28125,276973.34375,NA,148532.78125,NA,225964.0625,156070.03125,284908,536352.75,615377.5,NA,766011.8125
"228/CC1=CC(=C(C=C1)OC2C(C(C(C(O2)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC/491.1537mz",548036.25,454024.21875,432397.46875,837482,462048.71875,373196.65625,321478.625,418792.09375,421261.75,NA,509161.03125,346251.0625,459973.34375,442347.4375,393138.28125,356218.53125,444473.9375,514631.21875,363517.34375,307585.9375,454265.4375,421041.8125,478940.46875,671368.5625,621188.6875,493422.8125,706262.9375
"229/CC(C)CC(C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(C(C)C)N/601.3213mz",NA,NA,NA,NA,NA,NA,NA,NA,333034.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342564.1875,NA,NA,NA,NA,NA,NA,NA
"231/C1=CC2=C(C=CC(=O)N2)C=C1O/162.0554mz",244424.265625,NA,NA,320531.03125,192459.453125,60032.35546875,NA,NA,NA,200727.78125,233325.1875,NA,252536.96875,228467,NA,NA,246935.796875,NA,NA,NA,262281.6875,232650.59375,NA,378631.90625,970001.875,112842.5859375,1093010.25
"234/[B]1NB(NB(N1)C)C/128.1072mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,514552.6875,NA,NA,NA,NA,NA,136905.5,NA,NA,NA,245063.234375,NA,NA,NA,NA,NA,NA,NA
"235/NA/Spectral Match to Saponarin from NIST14",NA,NA,NA,NA,98682.3828125,125230.640625,NA,NA,NA,239191.171875,NA,NA,NA,NA,NA,NA,143976.09375,NA,NA,NA,NA,NA,NA,NA,145712.359375,NA,NA
"236/CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)C(C)C)CO)CCCCN)CC(=O)O)CC(=O)O/658.3390mz",NA,NA,NA,NA,NA,NA,NA,NA,400137.65625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399412.9375,NA,NA,NA,NA,NA,NA,NA
"240/NA/FERULATE",NA,257647.15625,NA,NA,NA,257998.78125,576437.1875,NA,NA,NA,NA,NA,304064.34375,NA,696867.875,NA,NA,NA,200311.796875,NA,NA,NA,336547.65625,611936.8125,NA,NA,NA
"243/NA/""NCGC00384535-01!8-[4,5-dihydroxy-6-(hydroxymethyl)-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]-7-hydroxy-2-(4-hydroxyphenyl)-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one""",254564.984375,359740.84375,194453.953125,414855.40625,350521.1875,340684.1875,NA,NA,330609.9375,465744.5625,333936.84375,254254.15625,286484.25,314410.03125,504784.40625,281380.9375,347233.59375,NA,267037.625,227888.09375,313223.71875,250810.75,329164.84375,549604.4375,404418.40625,123691.3984375,413326.53125
"247/CCNC(CC(C)C)C(=O)NC(C)C(=O)NC(CCCCN1C(=O)CCC1=O)C(=O)C(C)C/467.3238mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284749.03125,NA,NA,NA,NA,NA,NA,NA,NA,NA,362897.125,303085.1875,NA,NA,NA
"249/NA/""""""3,5-DIMETHOXYPHENOL""""""",303542.375,291904.4375,NA,387732.1875,330392.8125,253760.453125,NA,195030.6875,263894.15625,274979.03125,234547.71875,NA,NA,213346.390625,NA,236706.234375,336363.78125,102367.328125,NA,225508.890625,285468.84375,311251.3125,254287.609375,NA,467440.34375,NA,629968.8125
"250/CC(C)CC(C(=O)NC(C)C(=O)NO)NC(=O)C1CCCN1C(=O)CNCC2=CC=C(C=C2)N/499.2645mz",NA,NA,NA,1208710.125,NA,NA,6358943,NA,NA,NA,NA,NA,NA,NA,6094933,NA,NA,NA,NA,NA,NA,NA,NA,2815428,NA,NA,NA
"252/CC1=C(C=CC(=C1)NC(=O)C2=CC=CC=C2O)Br/306.0113mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785065.8125,NA,1120552.625
"253/NA/Cyclo(Leu-Pro)",6026323,2932496.75,2553591.75,7186493,3276381,3133251,1663049.25,4616067.5,3082118.25,3584808,3255577,2567033.25,3599195.5,3189485.75,1698789.125,2945665.25,3047924.5,1333576.25,2823987.5,2692942.25,2866849,2458754.5,3695261.5,3420947.75,4089329.25,1614748.25,4819681.5
"254/CC1C(C(OC1C2=CC3=C(C(=C2)OC)OCO3)C4=CC5=C(C(=C4)OC)OCO5)C/401.1601mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774024.4375,NA,941473.25
"257/CCOC(=O)C1=C(N(N=N1)C2C(C(C(C(O2)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)C(=O)OCC/566.1599mz",591583.0625,694550.625,336215.375,NA,729571.5,649162,490094.34375,299710.84375,509567.5,814317.375,573830.8125,437331.25,499236.34375,606288.625,694048.25,508879.875,682647.25,150757.703125,488010.28125,363076.09375,614967.25,569986.375,456111.5625,792890.375,797067.375,249843.375,746071.75
"258/NA/Isoshaftoside",2586206.75,2829503.5,1576973.75,3314314.5,2893154,2658261.75,2354777.5,1752654.625,2205274.75,3482263.5,2490337.5,2087027.75,2187416,2405252.75,3027433.25,2126824.75,2691503.75,897763.6875,2123979.5,1755457.875,2587982.75,2327000.5,1997873.25,3270535.25,3105163,1207513.875,3111939.25
"261/CC1=NC(=CC=C1)C2=CC=CC=C2/170.0968mz",782792.1875,573172.75,378722.125,939724.3125,647227.4375,NA,NA,NA,NA,668401.125,444811.28125,NA,NA,438787.125,NA,443910.3125,NA,181624.390625,NA,NA,NA,NA,268525.03125,NA,NA,NA,NA
"263/CC(=O)N1CCCCC1/128.1072mz",NA,112718.71875,NA,NA,NA,NA,NA,NA,NA,731921.9375,NA,205862.09375,NA,NA,NA,NA,NA,NA,NA,304586.875,NA,NA,NA,NA,NA,NA,NA
"264/CC(C)(C(=O)NCCC#C)F/158.0967mz",542573.375,386314.40625,236774.21875,588093.1875,446776.21875,381490.84375,NA,431490.8125,262252.625,462229.65625,288976.21875,222873.984375,NA,254935.796875,NA,279258.4375,275898.84375,NA,290512.59375,NA,320160.8125,311873.40625,155275.28125,NA,NA,170530.890625,NA
"265/NA/""2-Methyl-1,2,3,4-tetrahydro-beta-carboline""",332749.3125,237087.71875,NA,453636.28125,307782.9375,220194.5625,NA,129645.453125,NA,305906.46875,NA,NA,NA,NA,NA,NA,175168.828125,NA,NA,NA,NA,194111.46875,NA,NA,NA,NA,NA
"267/NA/Spectral Match to Decaethylene glycol from NIST14 [IIN-based: Match]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463142.5,NA,653617.75
"269/C=CC(=O)NCCCCCCCCCCC(=O)NCCCCCCCCCCC(=O)O/477.3089mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133624.4375,NA,757023.8125,NA,NA
"270/CC1=CC2=C(C=C1)N=C(C=C2)C=C/170.0968mz",NA,NA,NA,NA,NA,590870.1875,NA,577726.1875,422494.34375,NA,NA,368792.25,302355.96875,NA,NA,NA,454987.03125,NA,446951.65625,361374.6875,496414.0625,498604.34375,NA,NA,107688.828125,295242.125,136178.25
"271/NA/Spectral Match to Decaethylene glycol from NIST14 [IIN-based on: CCMSLIB00003135910]",NA,NA,NA,NA,NA,NA,638937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572767.75,NA,NA,NA,NA,NA,NA
"272/CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)O)N/481.2629mz",160118.234375,NA,NA,NA,NA,18183.91796875,253099.734375,NA,131580.671875,254795.734375,NA,NA,284527.5625,NA,NA,NA,225283.859375,NA,NA,NA,122828.4609375,NA,308514.8125,NA,535626.8125,NA,690820.625
"274/NA/Spectral Match to Decaethylene glycol from NIST14 [IIN-based on: CCMSLIB00003135910]",NA,566913.6875,NA,609126,228002.46875,NA,NA,385310.53125,NA,NA,593885.1875,583577.25,NA,503805.4375,596141.1875,NA,841625.75,495819.75,NA,633551,NA,562285.8125,854401.6875,2424739,3703644.5,518389.46875,4889052
"275/CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)O)C(=O)O)NC(=O)C(CC2=CNC3=CC=CC=C32)N/566.2998mz",NA,NA,NA,NA,NA,NA,1680972.25,NA,NA,NA,NA,NA,NA,NA,2038051.375,NA,NA,NA,NA,NA,NA,NA,NA,954828.25,NA,NA,NA
"276/C1=CC=C(C=C1)S(=O)(=O)N(C2=CC=CC=C2Br)C3=CC(=NC(=C3)Br)Br/566.8011mz",NA,NA,NA,NA,NA,NA,954241.625,NA,NA,NA,NA,NA,NA,NA,1171766.875,NA,NA,NA,NA,NA,NA,NA,NA,503739.875,NA,NA,NA
"277/COCC(COCC(COC)OCC(CO)O)O/307.1158mz",287292.09375,254736.5625,318810.78125,373997.5,363751.15625,246312.328125,NA,179254.703125,277494.21875,213350.640625,431718.96875,NA,NA,373143.5625,NA,NA,NA,295639.0625,NA,279112.34375,260446.5,287831.15625,NA,NA,NA,338224.4375,NA
"278/CCC(C)C(C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)O)N/332.2188mz",111908.9296875,102645,NA,NA,NA,NA,NA,215740.796875,NA,NA,264957.375,NA,NA,276813.0625,NA,283018.4375,202975.5,NA,NA,162519.078125,411462.03125,424184.53125,NA,NA,NA,133005.515625,NA
"280/CCC(C)C(C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)O)N/787.4224mz",NA,NA,NA,261360.109375,NA,NA,1380562.875,NA,188368.0625,NA,NA,NA,NA,NA,3587345.25,NA,NA,NA,NA,NA,NA,NA,NA,1801375.75,NA,NA,NA
"283/CC1C(C(C(C(O1)OC2C(C(C(OC2C3=C(C=C(C4=C3OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)O)CO)O)O)O)O)O/595.1673mz",NA,383605.84375,NA,346652,385352.875,280013.5,NA,NA,NA,382953.53125,171666.90625,NA,NA,NA,NA,NA,297103.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286/NA/Spectral Match to Phe-Leu from NIST14",NA,NA,NA,NA,NA,NA,1074399.25,NA,NA,NA,NA,NA,NA,NA,469483.40625,NA,NA,NA,NA,NA,NA,NA,NA,429586,NA,NA,NA
"287/COC1=CC(=C2C(=C1)C=C(C=C2OC)OC)OC/249.1125mz",593465.9375,547750.6875,NA,969428.3125,547154.6875,522289.375,1141194.5,NA,NA,633959.875,NA,191231.453125,648628.0625,177635.046875,1271410.625,NA,NA,NA,NA,NA,NA,NA,648257.375,1141175.75,NA,NA,NA
"288/NA/Swertiajaponin",217316.65625,315737.09375,NA,373703.46875,232066.953125,187657.546875,466949.4375,NA,NA,320867,204124.40625,NA,193827.109375,203347.03125,453293.84375,NA,240672.328125,NA,NA,NA,247256.34375,226023.140625,NA,273557.1875,309554.25,NA,228592.5625
"289/COC1=C(C=C(C=C1)C=O)OC/167.0706mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453217.5,NA,466225.625
"290/CC(C1CC1)NC(C)C(=O)O/158.1179mz",NA,413210,221564.46875,NA,NA,445182.71875,NA,NA,380323.96875,846435.6875,369136.0625,394648.96875,NA,443788.21875,NA,521687.875,NA,NA,443667.09375,488850.875,NA,NA,NA,NA,NA,NA,NA
"291/COC1=CC(=CC(=C1O)OC)CCCO/213.1127mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196867.0625,NA,232848.109375
"301/NA/Isoshaftoside",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185852,187335.421875,NA,350905.5625,NA,404626.09375,NA,NA,NA,NA,NA,176766.15625,NA,NA,NA,546553.5625
"302/CC1=C(C=CC2=C1OC(=O)C=C2CC(=O)O)O/235.0605mz",NA,196405.015625,NA,238655.40625,NA,NA,NA,191644.09375,NA,NA,NA,NA,215439.71875,185601.390625,NA,NA,211932.53125,NA,NA,NA,194901.921875,281111.375,168709.15625,NA,NA,NA,NA
"303/COC1=CC2=CC(=C(C=C2C=C1OC)OC)OC/249.1125mz",NA,NA,NA,NA,NA,NA,NA,209176.25,NA,NA,NA,NA,NA,226168.125,NA,NA,432819.8125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304/CCC(C)C(C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NCC(=O)O)N/787.4226mz",NA,NA,NA,NA,NA,NA,NA,NA,445498.96875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402948.875,NA,NA,NA,NA,NA,NA,NA
"305/C[Cl-]C1=CC=CC(=C1)CCl/177.0226mz",NA,253033.515625,NA,NA,235951.34375,NA,NA,258352.890625,NA,NA,264130.28125,NA,196830.953125,215030.5,NA,279412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308/CN(C)C(=O)C=CC1=CC=CC=C1CN2C3C(=O)OC4CC3(C(O2)C5C4OCO5)C(=O)N6CCCC6C(=O)NCCO/607.2383mz",NA,182656.234375,NA,NA,204421.015625,178517.359375,419942.5625,NA,NA,NA,NA,NA,NA,NA,493542.71875,NA,NA,NA,144326.484375,NA,NA,NA,NA,334483.46875,NA,NA,NA
"311/COC1=CC=C(C=C1)OCC(=O)NCC(=O)NCC(OC)OC/327.1567mz",NA,185758.203125,NA,NA,NA,166236.296875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314/NA/""""""3,4,5-Trimethoxyphenol CollisionEnergy:102040""""""",1119121.5,902163.75,730111,1356700.625,1071292.25,803815.6875,NA,842633.3125,978496.75,1042699.6875,1036341.125,749597.4375,779453,1034278.75,NA,853661.375,1078728.875,424466.75,767639.5,771289.4375,1086657.625,969808.0625,752980.5625,992965.125,1889547.625,584074.625,2650005.5
"315/C1=CC=C2C(=C1)C=CC(=O)N2/146.0603mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359161.03125,NA,491796.71875
"321/CC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NCC(C(C)(C)C)O/346.2132mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326833.09375,NA,270984.15625
"324/NA/Spectral Match to Undecaethylene glycol from NIST14 [IIN-based: Match]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324126.0625,NA,380754.96875
"326/NA/Spectral Match to Undecaethylene glycol from NIST14 [IIN-based on: CCMSLIB00003138750]",777559.625,545125.625,742588.25,945861.25,636937.875,567391,1332907.875,416685.34375,590175.6875,710041.9375,462211.75,585217.25,915073.0625,433489.9375,634911.625,607403.6875,844189.1875,588869,591879.3125,572096.125,858982.625,570914.375,966598.25,2081445.25,3437218.75,590099.9375,4038029
"328/CCC(C)C(C(=O)O)NC(=O)C1C(CCCN1)C/257.1864mz",NA,NA,NA,NA,NA,NA,NA,NA,919277.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774955.8125,NA,NA,NA,NA,NA,NA,NA
"329/COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC5=C(C(=C4)OC)OCO5)OC/401.1600mz",454018.3125,307756.59375,NA,627804.625,337002.375,267856.1875,NA,293551.09375,NA,360946.59375,366413.3125,NA,368391,355773.125,NA,252194.890625,472834.3125,106287.6015625,NA,NA,505397.59375,439419.84375,300831.90625,1397712.75,1650330.875,247408.53125,2200640.25
"330/NA/PHENYLALANINE",409705.0625,NA,NA,234674.8125,188714,NA,NA,345541.53125,NA,299441.53125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331/NA/2-Amino-1-phenylethanol CollisionEnergy:102040",790036.0625,437137.9375,111115.078125,524391.9375,393656.375,457924.75,NA,660410.0625,434897.3125,572142.125,NA,246395.0625,323205.65625,NA,NA,214734.234375,278524.5,NA,281131.15625,386056.3125,171069.015625,NA,261829.0625,NA,NA,NA,NA
"332/CC(C1=CC=CC=C1)NC(=O)[CH]/162.0916mz",262498.46875,NA,NA,NA,NA,NA,NA,190746.84375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335/C(CCC(=O)O)CCNC(=O)CCCCC(=O)NCCCCCC(=O)O/373.2341mz",281818.71875,455607.0625,542995.75,951198.125,376854.4375,637964,1446056.375,309117.3125,577327.6875,448759.875,315713.40625,518471.5,1797150.375,366735.90625,1792829,724487.0625,353198.8125,NA,452241.1875,444981.9375,304374.78125,155829.140625,2123677,330220.40625,259358.078125,NA,NA
"336/CC1=CC(=C(C=C1)OC)C2C(C(C(C(O2)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C/475.1593mz",NA,214567.015625,142275.453125,250659.40625,NA,NA,NA,NA,NA,NA,233670.46875,NA,NA,NA,NA,NA,215700,NA,137992.03125,NA,193085.28125,NA,NA,289719.53125,387432.375,162411.28125,414749.96875
"337/CC(C)CC(C(=O)O)NC(=O)CCCCC(=O)NC(CC(C)C)C(=O)O/395.2159mz",287386.125,456923.375,444795.90625,949157.5,407044.03125,637593.4375,1343715.5,298211.5,575839.6875,504743.21875,311171.125,555413.875,1675052.375,357589.15625,1791138.375,697972.9375,364131.28125,NA,468220.875,483931.5625,324920,169658.890625,1879764.375,267233.03125,NA,NA,NA
"339/COCCOC1=C(C=CC(=C1)NC(=O)NCCCC(=O)O)OC/327.1559mz",214534.1875,273817.875,146277.203125,NA,243687.34375,298619.71875,NA,NA,306775.25,477354.6875,244769.296875,235258.484375,NA,258502.75,NA,253620.171875,276061,NA,245464.296875,254443.21875,275946.125,171526.46875,NA,NA,NA,NA,NA
"352/COC1=CC(=CC(=C1OC(CO)C(C2=CC(=C(C(=C2)OC)OC3C(C(C(C(O3)CO)O)O)O)OC)O)OC)C=CCO/621.2172mz",NA,NA,NA,NA,NA,NA,286579.90625,11947.5263671875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78166.171875,182664.96875,NA,NA,NA
"357/CC(C)CC(C(=O)NC(CO)C(=O)NC(CC1=CC=CC=C1)C(=O)O)N/366.2031mz",212311.265625,NA,NA,NA,NA,NA,NA,402405.65625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358/NA/Loliolide [IIN-based: Match]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210796.046875,NA,148828.640625,198941.375,NA,NA,193036.703125,NA,NA,NA,212135.890625,125596.953125,157786.875,407500.15625,963628.125,NA,1167628.75
"364/CC(C)C(C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(CC3=CC=CC=C3)C(=O)O)N/459.2613mz",NA,1346779.25,838208.5,NA,NA,1346991.375,2313600.25,NA,924708.4375,NA,NA,799196.3125,NA,NA,NA,1009451.375,530573.125,NA,884941.75,763233.5625,455272.125,NA,NA,NA,NA,NA,NA
"372/CCC(C)C(C(=O)NC(CO)C(=O)O)NC(=O)C(C(C)C)NC(=O)C(CS)NC(=O)CNC(=O)CNC(=O)C(CCCCN)N/663.3518mz",NA,NA,NA,1933911,NA,NA,3541624.25,NA,NA,NA,NA,NA,NA,NA,8418992,NA,NA,NA,NA,NA,NA,NA,NA,4361947.5,NA,NA,NA
"373/CCCCCNC(=O)C/130.1229mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125296.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498231.40625,NA,654729.75
"377/NA/Spectral Match to Phe-Pro from NIST14",292273.5,NA,95242.5859375,379066.1875,119517.2265625,NA,NA,185655.703125,NA,NA,NA,NA,151558.875,NA,NA,142421.03125,NA,NA,NA,NA,NA,NA,172261.515625,NA,NA,NA,NA
"379/COC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2C(=O)N)OC)OC)OC/361.1405mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,197129.21875,NA,NA,NA,107388.1171875,NA,107930.9296875,NA,NA,NA,NA,NA,NA,103404.8203125,NA,222964.859375,NA,181914.234375
"384/NA/""2-(hydroxymethyl)-6-[5-[3-(hydroxymethyl)-5-(3-hydroxypropyl)-7-methoxy-2,3-dihydro-1-benzofuran-2-yl]-2-methoxyphenoxy]oxane-3,4,5-triol""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426121.25,NA,NA,NA,NA,NA,NA,NA,NA,459211.28125,NA,NA,NA
"385/COC1=C(C=C(C=C1)CC(=O)CC2=CC(=C(C=C2)OC)OC)OC/331.1547mz",NA,191439.484375,NA,NA,NA,210448.46875,589063.9375,NA,NA,NA,NA,NA,NA,NA,786692.875,NA,NA,NA,214004.09375,NA,NA,NA,NA,634414.9375,NA,NA,NA
"386/COC1=CC(=CC(=C1OC)OC)C=CC=CC=O/249.1124mz",1530715.25,1370895.5,948069.0625,1734728.125,1329028.875,1280505.125,NA,949758,997631.25,1534045.625,1419509.5,977065.1875,818272.0625,1344903.5,NA,1133403.5,1620362,726302.25,914561.75,823827.4375,1770327.125,1641869.375,737120.4375,1421029.125,3395666,1017473.8125,4746667.5
"387/COC1=CC(=CC(=C1OC(COC2C(C(C(C(O2)CO)O)O)O)C(C3=CC(=C(C=C3)O)OC)O)OC)C=CCO/591.2066mz",NA,192236.15625,186586.078125,NA,242169.75,212106.71875,500354,NA,NA,NA,NA,NA,NA,186210.625,NA,172764.46875,NA,NA,162573.703125,NA,NA,131005.4765625,160557.1875,NA,NA,110947.5625,NA
"388/CC(C=O)NC(=O)C(C)NC(=O)C(CCCC[N+](C)(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(C)N/564.3602mz",422267.28125,261443.734375,344302.8125,439755.15625,333279.4375,NA,1068595.75,NA,285311.75,NA,NA,NA,464863.625,NA,238642.6875,NA,448745.21875,355777.0625,NA,304193.28125,475984,NA,NA,1130925.625,2917311.25,331781.46875,3036339
"400/C1CCC(CC1)N(C2CCCCC2)O[N+]=O/227.1756mz",1361254.75,1721803.75,3489245.5,3851444,1859235.875,3044911,9332301,3235844.5,3099747.25,2483157,1693929.625,3031951.25,7472369,1732830.75,6540082.5,3435940,1581990,NA,3346357.75,3083739.5,1735580.75,1746385.5,9065162,8236130,4386980,NA,5120412
"402/CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CC(C)C)C(C)CC)CC(C)C/453.3441mz",24303186,29947144,42538524,54751036,31792440,43841708,85001728,41905808,38858872,44180556,29976908,41343128,76362936,28513624,73264040,44621568,26965872,19793442,50911368,40053528,30416722,31737584,84707664,80167592,57463576,19573978,59262528
"407/CC(CC(C)NC)CC(C)NC(=O)CCCCC(=O)NCCNCCNC(=O)CCCCC(=O)C/498.4022mz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1379769.625,NA,NA,NA,NA,NA,NA,NA,486424.375,NA
"418/COC1=CC(=CC(=C1OC)OC)C2CCC(O2)C3=CC(=C(C=C3)O)OC/361.1653mz",NA,176846.28125,NA,NA,155879.359375,NA,NA,NA,NA,NA,NA,NA,NA,NA,423102.96875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429/COC1=CC(=CC(=C1O)OC)C=CC=O/209.0811mz",236373.21875,191117.234375,NA,343634.78125,245269.96875,189512.546875,NA,NA,155398.46875,245673.859375,175936.484375,NA,199130.15625,168101.15625,217423.9375,165808.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430/COC1=CC(=CC(=C1OC(CO)C(C2=CC(=C(C(=C2)OC)O)OC)OC3C(C(C(C(O3)CO)O)O)O)OC)C=CCO/621.2166mz",419729.71875,407412.15625,342930.34375,503996.75,440208.59375,401129.03125,283111.25,282019.15625,299406.78125,380935.71875,407638.25,265886.90625,340269.40625,370780.75,399577.21875,359709.28125,315465.34375,262190.53125,356654.46875,369668.90625,277744.21875,337917.21875,342796.90625,NA,NA,271583.625,NA
